grid, u, T, D, Y_C2H4, Y_H2, Y_H, Y_O2, Y_O, Y_H2O, Y_CO, Y_CO2, Y_OH, Y_HCO, Y_HO2, Y_H2O2, Y_C2H3, Y_C2H2, Y_CH4, Y_CH3, Y_CH2, Y_CH2O, Y_CH2CHO, Y_N2, Qdot
2.802148437500e-02, 1.947787809771e+00, 9.545755976499e+02, 3.575053906474e-01, 4.128355850603e-02, 5.616370087076e-04, 5.786755083271e-06, 1.662099103516e-01, 3.460165025610e-05, 3.137534422744e-02, 2.792472996197e-02, 1.162523626154e-02, 1.154673893395e-04, 1.515361194873e-05, 6.327531543476e-04, 1.001688231200e-04, 1.537371616655e-05, 1.582987548270e-03, 6.203001651023e-04, 2.346794336514e-04, 2.280071240235e-07, 1.427987806880e-03, 3.899670055490e-04, 7.158441286167e-01, 1.765235425314e+09
2.802197265625e-02, 1.954493633261e+00, 9.577624219770e+02, 3.562787977306e-01, 4.114853425450e-02, 5.626267090497e-04, 5.886626100736e-06, 1.659087796561e-01, 3.523147735119e-05, 3.151808391019e-02, 2.808708334921e-02, 1.171392142734e-02, 1.172791163502e-04, 1.552335216046e-05, 6.351570688834e-04, 1.002392168194e-04, 1.579653283713e-05, 1.593754222132e-03, 6.222752209892e-04, 2.369764913832e-04, 2.339744439901e-07, 1.434136863982e-03, 3.936070792540e-04, 7.158548734517e-01, 1.791181234904e+09
2.802246093750e-02, 1.961208763731e+00, 9.609530585944e+02, 3.550589079082e-01, 4.101314403037e-02, 5.636157897659e-04, 5.987880763497e-06, 1.656068607793e-01, 3.587102235647e-05, 3.166098469186e-02, 2.824982819968e-02, 1.180305405400e-02, 1.191142172308e-04, 1.590002876952e-05, 6.375389217808e-04, 1.003049153390e-04, 1.622933638734e-05, 1.604565710648e-03, 6.242335395907e-04, 2.392883921854e-04, 2.400921944213e-07, 1.440256363107e-03, 3.972420172419e-04, 7.158657400183e-01, 1.817382616124e+09
2.802294921875e-02, 1.967933047401e+00, 9.641474319294e+02, 3.538456975200e-01, 4.087739072678e-02, 5.646042402364e-04, 6.090533049047e-06, 1.653041594792e-01, 3.652039444411e-05, 3.180404375274e-02, 2.841296044496e-02, 1.189263476803e-02, 1.209729007882e-04, 1.628370144937e-05, 6.398980703445e-04, 1.003658550819e-04, 1.667230654820e-05, 1.615421970745e-03, 6.261748707572e-04, 2.416150408586e-04, 2.463639176303e-07, 1.446345624531e-03, 4.008709808476e-04, 7.158767279755e-01, 1.843838936719e+09
2.802343750000e-02, 1.974666329507e+00, 9.673454659971e+02, 3.526391428389e-01, 4.074127727906e-02, 5.655920496273e-04, 6.194596975576e-06, 1.650006815858e-01, 3.717970303870e-05, 3.194725825462e-02, 2.857647596149e-02, 1.198266418648e-02, 1.228553757575e-04, 1.667442796105e-05, 6.422338684262e-04, 1.004219722445e-04, 1.712562438941e-05, 1.626322955763e-03, 6.280989649324e-04, 2.439563373014e-04, 2.527932285975e-07, 1.452403966703e-03, 4.044931231243e-04, 7.158878369740e-01, 1.870549471440e+09
2.802392578125e-02, 1.981408454306e+00, 9.705470844049e+02, 3.514392200743e-01, 4.060480666483e-02, 5.665792068861e-04, 6.300086598963e-06, 1.646964330005e-01, 3.784905779517e-05, 3.209062534079e-02, 2.874037057044e-02, 1.207314291681e-02, 1.247618507625e-04, 1.707226406524e-05, 6.445456667738e-04, 1.004732028488e-04, 1.758947226201e-05, 1.637268615377e-03, 6.300055732005e-04, 2.463121764309e-04, 2.593838160424e-07, 1.458430706351e-03, 4.081075892151e-04, 7.158990666551e-01, 1.897513400939e+09
2.802441406250e-02, 1.988159265088e+00, 9.737522103586e+02, 3.502459053748e-01, 4.046798190403e-02, 5.675657007379e-04, 6.407016009663e-06, 1.643914196961e-01, 3.852856857623e-05, 3.223414213608e-02, 2.890464003750e-02, 1.216407155682e-02, 1.266925342775e-04, 1.747726343439e-05, 6.468328133879e-04, 1.005194827752e-04, 1.806403373834e-05, 1.648258895516e-03, 6.318944473349e-04, 2.486824481017e-04, 2.661394434968e-07, 1.464425158579e-03, 4.117135167385e-04, 7.159104166516e-01, 1.924729810718e+09
2.802490234375e-02, 1.994918604182e+00, 9.769607666670e+02, 3.490591748305e-01, 4.033080605910e-02, 5.685515196810e-04, 6.515399329518e-06, 1.640856477163e-01, 3.921834542970e-05, 3.237780574685e-02, 2.906928007277e-02, 1.225545069450e-02, 1.286476345884e-04, 1.788947756476e-05, 6.490946538875e-04, 1.005607477967e-04, 1.854949354957e-05, 1.659293738285e-03, 6.337653398459e-04, 2.510670370255e-04, 2.730639503762e-07, 1.470386636971e-03, 4.153100361908e-04, 7.159218865872e-01, 1.952197690154e+09
2.802539062500e-02, 2.001686312969e+00, 9.801726757486e+02, 3.478790044763e-01, 4.019328223497e-02, 5.695366519835e-04, 6.625250708474e-06, 1.637791231752e-01, 3.991849856550e-05, 3.252161326107e-02, 2.923428633061e-02, 1.234728090801e-02, 1.306273597549e-04, 1.830895568879e-05, 6.513305318846e-04, 1.005969336141e-04, 1.904603752049e-05, 1.670373081873e-03, 6.356180040300e-04, 2.534658226905e-04, 2.801612530522e-07, 1.476314453700e-03, 4.188962713617e-04, 7.159334760764e-01, 1.979915931581e+09
2.802587890625e-02, 2.008462231891e+00, 9.833878596369e+02, 3.467053702940e-01, 4.005541357916e-02, 5.705210856785e-04, 6.736584321215e-06, 1.634718522569e-01, 4.062913833256e-05, 3.266556174835e-02, 2.939965440946e-02, 1.243956276548e-02, 1.326319175723e-04, 1.873574468777e-05, 6.535397893653e-04, 1.006279758924e-04, 1.955385250181e-05, 1.681496860480e-03, 6.374521940179e-04, 2.558786792807e-04, 2.874353459223e-07, 1.482207919633e-03, 4.224713397667e-04, 7.159451847247e-01, 2.007883329455e+09
2.802636718750e-02, 2.015246200460e+00, 9.866062399867e+02, 3.455382482152e-01, 3.991720328182e-02, 5.715048085608e-04, 6.849414363698e-06, 1.631638412151e-01, 4.135037519532e-05, 3.280964825993e-02, 2.956537985178e-02, 1.253229682499e-02, 1.346615155343e-04, 1.916988900499e-05, 6.557217670794e-04, 1.006538102979e-04, 2.007312629965e-05, 1.692665004221e-03, 6.392676648239e-04, 2.583054755951e-04, 2.948903024772e-07, 1.488066344444e-03, 4.260343530922e-04, 7.159570121284e-01, 2.036098579576e+09
2.802685546875e-02, 2.022038057271e+00, 9.898277380804e+02, 3.443776141232e-01, 3.977865457579e-02, 5.724878081821e-04, 6.963755049623e-06, 1.628550963728e-01, 4.208231971027e-05, 3.295386982880e-02, 2.973145814387e-02, 1.262548363442e-02, 1.367163607955e-04, 1.961143055951e-05, 6.578758049379e-04, 1.006743725376e-04, 2.060404760256e-05, 1.703877439047e-03, 6.410641723951e-04, 2.607460749679e-04, 3.025302763658e-07, 1.493889036724e-03, 4.295844176564e-04, 7.159689578748e-01, 2.064560278403e+09
2.802734375000e-02, 2.028837640011e+00, 9.930522748346e+02, 3.432234438559e-01, 3.963977073664e-02, 5.734700718477e-04, 7.079620606794e-06, 1.625456241214e-01, 4.282508250213e-05, 3.309822346971e-02, 2.989788471581e-02, 1.271912373136e-02, 1.387966601353e-04, 2.006040866069e-05, 6.600012424157e-04, 1.006895983978e-04, 2.114680590576e-05, 1.715134086653e-03, 6.428414736606e-04, 2.632003351878e-04, 3.103595024554e-07, 1.499675304099e-03, 4.331206348835e-04, 7.159810215415e-01, 2.093266922433e+09
2.802783203125e-02, 2.035644785475e+00, 9.962797708066e+02, 3.420757132078e-01, 3.950055508266e-02, 5.744515866119e-04, 7.197025273412e-06, 1.622354309205e-01, 4.357877423991e-05, 3.324270617925e-02, 3.006465494130e-02, 1.281321764302e-02, 1.409026199214e-04, 2.051685992356e-05, 6.620974189626e-04, 1.006994237854e-04, 2.170159143275e-05, 1.726434864388e-03, 6.445993265811e-04, 2.656681084192e-04, 3.183822978879e-07, 1.505424453345e-03, 4.366421017912e-04, 7.159932026972e-01, 2.122216907663e+09
2.802832031250e-02, 2.042459329572e+00, 9.995101462014e+02, 3.409343979323e-01, 3.936101097495e-02, 5.754323392746e-04, 7.315983294278e-06, 1.619245232974e-01, 4.434350561294e-05, 3.338731493588e-02, 3.023176413762e-02, 1.290776588608e-02, 1.430344460741e-04, 2.098081818536e-05, 6.641636744195e-04, 1.007037847699e-04, 2.226859505418e-05, 1.737779685167e-03, 6.463374901986e-04, 2.681492411225e-04, 3.266030631295e-07, 1.511135790508e-03, 4.401479114930e-04, 7.160055009007e-01, 2.151408529137e+09
2.802880859375e-02, 2.049281107343e+00, 1.002743320879e+03, 3.397994737441e-01, 3.922114181737e-02, 5.764123163765e-04, 7.436508916920e-06, 1.616129078461e-01, 4.511938730658e-05, 3.353204670004e-02, 3.039920756552e-02, 1.300276896665e-02, 1.451923440315e-04, 2.145231442318e-05, 6.661993494408e-04, 1.007026176254e-04, 2.284800820417e-05, 1.749168457379e-03, 6.480557246865e-04, 2.706435739763e-04, 3.350262830147e-07, 1.516808621026e-03, 4.436371537118e-04, 7.160179157018e-01, 2.180839845773e+09
2.802929687500e-02, 2.056109950320e+00, 1.005979213064e+03, 3.386709167573e-01, 3.908095105651e-02, 5.773915041966e-04, 7.558616387675e-06, 1.613005912272e-01, 4.590652997815e-05, 3.367689841427e-02, 3.056698042921e-02, 1.309822738014e-02, 1.473765187155e-04, 2.193137667315e-05, 6.682037859219e-04, 1.006958588753e-04, 2.344002279414e-05, 1.760601084798e-03, 6.497537914004e-04, 2.731509418008e-04, 3.436565277861e-07, 1.522442249856e-03, 4.471089153078e-04, 7.160304466404e-01, 2.210508683908e+09
2.802978515625e-02, 2.062945687860e+00, 1.009217740001e+03, 3.375487032579e-01, 3.894044218155e-02, 5.783698887479e-04, 7.682319947763e-06, 1.609875801663e-01, 4.670504423331e-05, 3.382186700341e-02, 3.073507787642e-02, 1.319414161127e-02, 1.495871745000e-04, 2.241802995122e-05, 6.701763274351e-04, 1.006834453367e-04, 2.404483112524e-05, 1.772077466496e-03, 6.514314529292e-04, 2.756711734830e-04, 3.524984541383e-07, 1.528035981601e-03, 4.505622808203e-04, 7.160430932469e-01, 2.240413005621e+09
2.803027343750e-02, 2.069788148501e+00, 1.012458818617e+03, 3.364328094800e-01, 3.879961872429e-02, 5.793474557743e-04, 7.807633829210e-06, 1.606738814541e-01, 4.751504060161e-05, 3.396694937469e-02, 3.090349499838e-02, 1.329051213396e-02, 1.518245151774e-04, 2.291229617518e-05, 6.721163196670e-04, 1.006653141660e-04, 2.466262579884e-05, 1.783597496752e-03, 6.530884731457e-04, 2.782040919022e-04, 3.615568062564e-07, 1.533589120642e-03, 4.539963330177e-04, 7.160558550421e-01, 2.270550669410e+09
2.803076171875e-02, 2.076637159985e+00, 1.015702365535e+03, 3.353232116068e-01, 3.865848425902e-02, 5.803241907465e-04, 7.934572250678e-06, 1.603595019453e-01, 4.833662951193e-05, 3.411214241785e-02, 3.107222682976e-02, 1.338733941122e-02, 1.540887439269e-04, 2.341419408835e-05, 6.740231108591e-04, 1.006414029066e-04, 2.529359962426e-05, 1.795161064954e-03, 6.547246172566e-04, 2.807495138560e-04, 3.708364168427e-07, 1.539100971262e-03, 4.574101534575e-04, 7.160687315368e-01, 2.300919429986e+09
2.803125000000e-02, 2.083492549277e+00, 1.018948297084e+03, 3.342198857730e-01, 3.851704240256e-02, 5.813000788579e-04, 8.063149413223e-06, 1.600444485576e-01, 4.916992126795e-05, 3.425744300522e-02, 3.124126834864e-02, 1.348462389505e-02, 1.563800632822e-04, 2.392373918513e-05, 6.758960522540e-04, 1.006116495357e-04, 2.593794552397e-05, 1.806768055505e-03, 6.563396518529e-04, 2.833072499876e-04, 3.803422081353e-07, 1.544570837782e-03, 4.608028230572e-04, 7.160817222322e-01, 2.331516938283e+09
2.803173828125e-02, 2.090354142575e+00, 1.022196529305e+03, 3.331228080665e-01, 3.837529681420e-02, 5.822751050212e-04, 8.193379495983e-06, 1.597287282719e-01, 5.001502602346e-05, 3.440284799181e-02, 3.141061447651e-02, 1.358236602636e-02, 1.586986751005e-04, 2.444094363864e-05, 6.777344985426e-04, 1.005759925136e-04, 2.659585643626e-05, 1.818418347718e-03, 6.579333449608e-04, 2.858771047150e-04, 3.900791929137e-07, 1.549998024691e-03, 4.641734226749e-04, 7.160948266195e-01, 2.362340741545e+09
2.803222656250e-02, 2.097221765332e+00, 1.025446977962e+03, 3.320319545309e-01, 3.823325119560e-02, 5.832492538643e-04, 8.325276651790e-06, 1.594123481306e-01, 5.087205375770e-05, 3.454835421545e-02, 3.158026007823e-02, 1.368056623481e-02, 1.610447805327e-04, 2.496581623041e-05, 6.795378083160e-04, 1.005343708327e-04, 2.726752521546e-05, 1.830111815722e-03, 6.595054660915e-04, 2.884588761615e-04, 4.000524754944e-07, 1.555381836781e-03, 4.675210336980e-04, 7.161080441800e-01, 2.393388283521e+09
2.803271484375e-02, 2.104095242268e+00, 1.028699558551e+03, 3.309473011674e-01, 3.809090929078e-02, 5.842225097263e-04, 8.458855002726e-06, 1.590953152375e-01, 5.174111425072e-05, 3.469395849684e-02, 3.175019996205e-02, 1.377922493872e-02, 1.634185799939e-04, 2.549836228241e-05, 6.813053445181e-04, 1.004867240687e-04, 2.795314452975e-05, 1.841848328359e-03, 6.610557862928e-04, 2.910523560883e-04, 4.102672527137e-07, 1.560721579286e-03, 4.708447386411e-04, 7.161213743849e-01, 2.424656904738e+09
2.803320312500e-02, 2.110974397390e+00, 1.031954186307e+03, 3.298688239369e-01, 3.794827488600e-02, 5.851948566544e-04, 8.594128635604e-06, 1.587776367566e-01, 5.262231705865e-05, 3.483965763973e-02, 3.192042887958e-02, 1.387834254499e-02, 1.658202731343e-04, 2.603858359153e-05, 6.830364749006e-04, 1.004329924311e-04, 2.865290675648e-05, 1.853627749080e-03, 6.625840781995e-04, 2.936573298286e-04, 4.207288148961e-07, 1.566016558021e-03, 4.741436217510e-04, 7.161348166953e-01, 2.456143842867e+09
2.803369140625e-02, 2.117859054005e+00, 1.035210776216e+03, 3.287964987617e-01, 3.780535180971e-02, 5.861662783996e-04, 8.731111597398e-06, 1.584593199117e-01, 5.351577148907e-05, 3.498544843101e-02, 3.209094152589e-02, 1.397791944896e-02, 1.682500588127e-04, 2.658647836656e-05, 6.847305724791e-04, 1.003731168154e-04, 2.936700387522e-05, 1.865449935845e-03, 6.640901160844e-04, 2.962735762250e-04, 4.314425468097e-07, 1.571266079518e-03, 4.774167696190e-04, 7.161483705621e-01, 2.487846233195e+09
2.803417968750e-02, 2.124749034744e+00, 1.038469243021e+03, 3.277303015279e-01, 3.766214393241e-02, 5.871367584134e-04, 8.869817890604e-06, 1.581403719852e-01, 5.442158657639e-05, 3.513132764084e-02, 3.226173253948e-02, 1.407795603432e-02, 1.707081350687e-04, 2.714204116792e-05, 6.863870159899e-04, 1.003070388562e-04, 3.009562735849e-05, 1.877314741017e-03, 6.655736759098e-04, 2.989008675677e-04, 4.424139286056e-07, 1.576469451179e-03, 4.806632717987e-04, 7.161620354261e-01, 2.519761109168e+09
2.803466796875e-02, 2.131644161571e+00, 1.041729501237e+03, 3.266702080868e-01, 3.751865516659e-02, 5.881062798443e-04, 9.010261468552e-06, 1.578208003175e-01, 5.533987105720e-05, 3.527729202278e-02, 3.243279650237e-02, 1.417845267296e-02, 1.731946990976e-04, 2.770526285010e-05, 6.880051903463e-04, 1.002347009803e-04, 3.083896806013e-05, 1.889222011259e-03, 6.670345353780e-04, 3.015389695368e-04, 4.536485367402e-07, 1.581625981408e-03, 4.838822214296e-04, 7.161758107176e-01, 2.551885403050e+09
2.803515625000e-02, 2.138544255811e+00, 1.044991465156e+03, 3.256161942570e-01, 3.737488946656e-02, 5.890748255341e-04, 9.152456230663e-06, 1.575006123062e-01, 5.627073334578e-05, 3.542333831394e-02, 3.260412794014e-02, 1.427940972494e-02, 1.757099472251e-04, 2.827613050717e-05, 6.895844870955e-04, 1.001560464610e-04, 3.159721610156e-05, 1.901171587424e-03, 6.684724739833e-04, 3.041876411458e-04, 4.651520448812e-07, 1.586734979768e-03, 4.870727158655e-04, 7.161896958566e-01, 2.584215946659e+09
2.803564453125e-02, 2.145449138161e+00, 1.048255048858e+03, 3.245682358260e-01, 3.723085082837e-02, 5.900423780143e-04, 9.296416017652e-06, 1.571798154049e-01, 5.721428150964e-05, 3.556946323512e-02, 3.277572132206e-02, 1.438082753828e-02, 1.782540748839e-04, 2.885462742124e-05, 6.911243048737e-04, 1.000710194729e-04, 3.237056075578e-05, 1.913163304455e-03, 6.698872730630e-04, 3.068466346890e-04, 4.769302247950e-07, 1.591795757124e-03, 4.902338573054e-04, 7.162036902526e-01, 2.616749472205e+09
2.803613281250e-02, 2.152358628710e+00, 1.051520166222e+03, 3.235263085523e-01, 3.708654328963e-02, 5.910089195031e-04, 9.442154606689e-06, 1.568584171226e-01, 5.817062324509e-05, 3.571566349096e-02, 3.294757106112e-02, 1.448270644894e-02, 1.808272765906e-04, 2.944073301412e-05, 6.926240498603e-04, 9.997956514717e-05, 3.315919032932e-05, 1.925196991268e-03, 6.712787158489e-04, 3.095156956916e-04, 4.889889472135e-07, 1.596807625794e-03, 4.933647534288e-04, 7.162177933046e-01, 2.649482613219e+09
2.803662109375e-02, 2.159272546962e+00, 1.054786730937e+03, 3.224903881665e-01, 3.694197092938e-02, 5.919744319019e-04, 9.589685706514e-06, 1.565364250227e-01, 5.913986585300e-05, 3.586193577010e-02, 3.311967151417e-02, 1.458504678065e-02, 1.834297459237e-04, 3.003442280228e-05, 6.940831362295e-04, 9.988162962752e-05, 3.396329204206e-05, 1.937272470651e-03, 6.726465875187e-04, 3.121945628627e-04, 5.013341826814e-07, 1.601769899701e-03, 4.964645180317e-04, 7.162320044011e-01, 2.682411905578e+09
2.803710937500e-02, 2.166190711853e+00, 1.058054656511e+03, 3.214604503734e-01, 3.679713786792e-02, 5.929388967920e-04, 9.739022952514e-06, 1.562138467221e-01, 6.012211621464e-05, 3.600827674532e-02, 3.329201698207e-02, 1.468784884483e-02, 1.860616755034e-04, 3.063566835521e-05, 6.955009865996e-04, 9.977716012654e-05, 3.478305190513e-05, 1.949389559151e-03, 6.739906752480e-04, 3.148829680522e-04, 5.139720023819e-07, 1.606681894528e-03, 4.995322716645e-04, 7.162463229199e-01, 2.715533788616e+09
2.803759765625e-02, 2.173112941768e+00, 1.061323856281e+03, 3.204364708539e-01, 3.665204826663e-02, 5.939022954316e-04, 9.890179901752e-06, 1.558906898900e-01, 6.111748076760e-05, 3.615468307375e-02, 3.346460170980e-02, 1.479111294047e-02, 1.887232569711e-04, 3.124443725721e-05, 6.968770324793e-04, 9.966610498254e-05, 3.561865459678e-05, 1.961548066965e-03, 6.753107682613e-04, 3.175806362109e-04, 5.269085789380e-07, 1.611542927869e-03, 5.025671422696e-04, 7.162607482279e-01, 2.748844606331e+09
2.803808593750e-02, 2.180039054565e+00, 1.064594243424e+03, 3.194184252657e-01, 3.650670632780e-02, 5.948646087524e-04, 1.004317002798e-05, 1.555669622476e-01, 6.212606548192e-05, 3.630115139699e-02, 3.363741988661e-02, 1.489483935402e-02, 1.914146809713e-04, 3.186069307286e-05, 6.982107147099e-04, 9.954841371668e-05, 3.647028333647e-05, 1.973747797826e-03, 6.766066578844e-04, 3.202872853542e-04, 5.401501871921e-07, 1.616352319390e-03, 5.055682658187e-04, 7.162752796817e-01, 2.782340608689e+09
2.803857421875e-02, 2.186968867595e+00, 1.067865730971e+03, 3.184062892457e-01, 3.636111629444e-02, 5.958258173569e-04, 1.019800671662e-05, 1.552426715662e-01, 6.314797583635e-05, 3.644767834132e-02, 3.381046564623e-02, 1.499902835929e-02, 1.941361371338e-04, 3.248439531612e-05, 6.995014839038e-04, 9.942403709058e-05, 3.733811975709e-05, 1.985988548897e-03, 6.778781375953e-04, 3.230026265304e-04, 5.537032049586e-07, 1.621109390984e-03, 5.085347869483e-04, 7.162899166265e-01, 2.816017953004e+09
2.803906250000e-02, 2.193902197719e+00, 1.071138231812e+03, 3.174000384112e-01, 3.621528245004e-02, 5.967859015155e-04, 1.035470325969e-05, 1.549178256668e-01, 6.418331679477e-05, 3.659426051791e-02, 3.398373306705e-02, 1.510368021731e-02, 1.968878140571e-04, 3.311549942318e-05, 7.007488008774e-04, 9.929292716405e-05, 3.822234377549e-05, 1.998270110650e-03, 6.791250030768e-04, 3.257263637919e-04, 5.675741137509e-07, 1.625813466932e-03, 5.114658595923e-04, 7.163046583971e-01, 2.849872705421e+09
2.803955078125e-02, 2.200838861334e+00, 1.074411658710e+03, 3.163996483615e-01, 3.606920911838e-02, 5.977448411633e-04, 1.051327285074e-05, 1.545924324192e-01, 6.523219278280e-05, 3.674089452293e-02, 3.415721617232e-02, 1.520879517626e-02, 1.996698992935e-04, 3.375395672919e-05, 7.019521370798e-04, 9.915503735312e-05, 3.912313346132e-05, 2.010592266762e-03, 6.803470522673e-04, 3.284581941718e-04, 5.817694994813e-07, 1.630463874065e-03, 5.143606476120e-04, 7.163195043171e-01, 2.883900842479e+09
2.804003906250e-02, 2.207778674389e+00, 1.077685924316e+03, 3.154050946792e-01, 3.592290066329e-02, 5.987026158980e-04, 1.067372857978e-05, 1.542664997405e-01, 6.629470766461e-05, 3.688757693784e-02, 3.433090893037e-02, 1.531437347134e-02, 2.024825793340e-04, 3.439971444896e-05, 7.031109750142e-04, 9.901032248821e-05, 4.004066490436e-05, 2.022954793996e-03, 6.815440854134e-04, 3.311978076646e-04, 5.962960531317e-07, 1.635059941925e-03, 5.172183254205e-04, 7.163344536992e-01, 2.918098252759e+09
2.804052734375e-02, 2.214721452411e+00, 1.080960941171e+03, 3.144163529316e-01, 3.577636148842e-02, 5.996592049765e-04, 1.083608342815e-05, 1.539400355943e-01, 6.737096471993e-05, 3.703430432950e-02, 3.450480525489e-02, 1.542041532466e-02, 2.053260395958e-04, 3.505271566151e-05, 7.042248086543e-04, 9.885873887238e-05, 4.097511208026e-05, 2.035357462085e-03, 6.827159051210e-04, 3.339448872103e-04, 6.111605713944e-07, 1.639601002929e-03, 5.200380786025e-04, 7.163495058450e-01, 2.952460738623e+09
2.804101562500e-02, 2.221667010520e+00, 1.084236621726e+03, 3.134333986726e-01, 3.562959603695e-02, 6.006145873130e-04, 1.100035026340e-05, 1.536130479898e-01, 6.846106662131e-05, 3.718107325046e-02, 3.467889900516e-02, 1.552692094514e-02, 2.082004644101e-04, 3.571289929879e-05, 7.052931438526e-04, 9.870024433961e-05, 4.192664671493e-05, 2.047800033624e-03, 6.838623164073e-04, 3.366991086856e-04, 6.263699572823e-07, 1.644086392537e-03, 5.228191045281e-04, 7.163646600453e-01, 2.986984018030e+09
2.804150390625e-02, 2.228615163461e+00, 1.087512878349e+03, 3.124562074435e-01, 3.548260879138e-02, 6.015687414765e-04, 1.116654183419e-05, 1.532855449805e-01, 6.956511541158e-05, 3.732788023911e-02, 3.485318398637e-02, 1.563389052838e-02, 2.111060370112e-04, 3.638020013850e-05, 7.063154987423e-04, 9.853479831307e-05, 4.289543814763e-05, 2.060282263948e-03, 6.849831267521e-04, 3.394601408976e-04, 6.419312207067e-07, 1.648515449412e-03, 5.255606129579e-04, 7.163799155793e-01, 3.021663726435e+09
2.804199218750e-02, 2.235565725614e+00, 1.090789623338e+03, 3.114847547749e-01, 3.533540427322e-02, 6.025216456880e-04, 1.133467076514e-05, 1.529575346633e-01, 7.068321248159e-05, 3.747472181991e-02, 3.502765394987e-02, 1.574132425658e-02, 2.140429395263e-04, 3.705454880094e-05, 7.072914041298e-04, 9.836236186328e-05, 4.388165319273e-05, 2.072803901020e-03, 6.860781461501e-04, 3.422276455839e-04, 6.578514790206e-07, 1.652887515596e-03, 5.282618266418e-04, 7.163952717156e-01, 3.056495418767e+09
2.804248046875e-02, 2.242518511027e+00, 1.094066768930e+03, 3.105190161874e-01, 3.518798704271e-02, 6.034732778189e-04, 1.150474955174e-05, 1.526290251773e-01, 7.181545854819e-05, 3.762159450364e-02, 3.520230259356e-02, 1.584922229842e-02, 2.170113529675e-04, 3.773587175019e-05, 7.082204038806e-04, 9.818289776607e-05, 4.488545600042e-05, 2.085364685315e-03, 6.871471871616e-04, 3.450012774177e-04, 6.741379575288e-07, 1.657201936674e-03, 5.309219819071e-04, 7.164107277111e-01, 3.091474571480e+09
2.804296875000e-02, 2.249473333430e+00, 1.097344227316e+03, 3.095589671935e-01, 3.504036169849e-02, 6.044236153886e-04, 1.167679055520e-05, 1.523000247026e-01, 7.296195363254e-05, 3.776849478759e-02, 3.537712356218e-02, 1.595758480895e-02, 2.200114572237e-04, 3.842409129943e-05, 7.091020552943e-04, 9.799637056038e-05, 4.590700791636e-05, 2.097964349700e-03, 6.881900649644e-04, 3.477806840179e-04, 6.907979899610e-07, 1.661458061944e-03, 5.335403292373e-04, 7.164262828118e-01, 3.126596584686e+09
2.804345703125e-02, 2.256430006263e+00, 1.100621910651e+03, 3.086045832989e-01, 3.489253287736e-02, 6.053726355628e-04, 1.185080599736e-05, 1.519705414597e-01, 7.412279703857e-05, 3.791541915583e-02, 3.555211044772e-02, 1.606641192947e-02, 2.230434310546e-04, 3.911912562048e-05, 7.099359294716e-04, 9.780274660570e-05, 4.694646734027e-05, 2.110602619325e-03, 6.892065974053e-04, 3.505655059652e-04, 7.078390189071e-07, 1.665655244588e-03, 5.361161338401e-04, 7.164419362525e-01, 3.161856784350e+09
2.804394531250e-02, 2.263388342696e+00, 1.103899731065e+03, 3.076558400032e-01, 3.474450525390e-02, 6.063203151511e-04, 1.202680795562e-05, 1.516405837078e-01, 7.529808733192e-05, 3.806236407940e-02, 3.572725678975e-02, 1.617570378747e-02, 2.261074520849e-04, 3.982088875765e-05, 7.107216116704e-04, 9.760199413914e-05, 4.800398958385e-05, 2.123279211498e-03, 6.901966050508e-04, 3.533553768231e-04, 7.252685962152e-07, 1.669792841848e-03, 5.386486762030e-04, 7.164576872565e-01, 3.197250424562e+09
2.804443359375e-02, 2.270348155655e+00, 1.107177600676e+03, 3.067127128019e-01, 3.459628354015e-02, 6.072666306062e-04, 1.220480835783e-05, 1.513101597438e-01, 7.648792231911e-05, 3.820932601660e-02, 3.590255607590e-02, 1.628546049647e-02, 2.292036968005e-04, 4.052929064585e-05, 7.114587016522e-04, 9.739408333208e-05, 4.907972672781e-05, 2.135993835572e-03, 6.911599112387e-04, 3.561499231656e-04, 7.430943833493e-07, 1.673870215193e-03, 5.411372526363e-04, 7.164735350360e-01, 3.232772689871e+09
2.804492187500e-02, 2.277309257839e+00, 1.110455431601e+03, 3.057751771871e-01, 3.444787248525e-02, 6.082115580215e-04, 1.238481897728e-05, 1.509792779016e-01, 7.769239902694e-05, 3.835630141322e-02, 3.607800174221e-02, 1.639568215593e-02, 2.323323405451e-04, 4.124423713290e-05, 7.121468140171e-04, 9.717898634633e-05, 5.017382747831e-05, 2.148746192832e-03, 6.920963421289e-04, 3.589487646097e-04, 7.613241517048e-07, 1.677886730497e-03, 5.435811758032e-04, 7.164894787918e-01, 3.268418697683e+09
2.804541015625e-02, 2.284271461751e+00, 1.113733135969e+03, 3.048432086490e-01, 3.429927687512e-02, 6.091550731301e-04, 1.256685142767e-05, 1.506479465504e-01, 7.891161368242e-05, 3.850328670277e-02, 3.625358717365e-02, 1.650636885118e-02, 2.354935575185e-04, 4.196563000619e-05, 7.127855785281e-04, 9.695667738959e-05, 5.128643702285e-05, 2.161535976369e-03, 6.930057267543e-04, 3.617515138550e-04, 7.799657828835e-07, 1.681841758214e-03, 5.459797752345e-04, 7.165055177135e-01, 3.304183500719e+09
