grid, omegaDot_C2H4, omegaDot_H2, omegaDot_H, omegaDot_O2, omegaDot_O, omegaDot_H2O, omegaDot_CO, omegaDot_CO2, omegaDot_OH, omegaDot_HCO, omegaDot_HO2, omegaDot_H2O2, omegaDot_C2H3, omegaDot_C2H2, omegaDot_CH4, omegaDot_CH3, omegaDot_CH2, omegaDot_CH2O, omegaDot_CH2CHO, omegaDot_N2
2.813183593749999517e-02,-3.037228641383692889e+02,7.026959335159022935e+00,-1.595109406735890856e+00,-5.747861306195189854e+02,-4.433592478682086835e+00,3.069301444349255803e+02,3.788348430231667407e+02,1.581599180001495029e+02,-1.106179477038124759e+01,1.866319703349034187e+00,-9.244692671687086971e+00,-1.860950257857329149e+00,1.149856153945329140e+01,4.963826032501903285e+01,-3.302124993425501032e+00,6.327426315825984915e+00,-1.502566744465306525e-01,-5.524846892735869375e+00,-4.600069773208276480e+00,0.000000000000000000e+00
2.813232421874999750e-02,-3.035052799622988005e+02,7.014182808767880140e+00,-1.563279866426579456e+00,-5.753354749410358409e+02,-4.400848309957486215e+00,3.070434827917887333e+02,3.782452600445877806e+02,1.592427725622754906e+02,-1.091862698261751419e+01,1.836084811220422885e+00,-9.264258257699577115e+00,-1.839415965648990126e+00,1.151128348114719913e+01,4.976449260374905492e+01,-3.407767954517532782e+00,6.144720414539484921e+00,-1.407558622276075255e-01,-5.784189274533916070e+00,-4.642382141112087801e+00,0.000000000000000000e+00
2.813281249999999636e-02,-3.032661803127761573e+02,7.000456610573309035e+00,-1.531419413529415241e+00,-5.758628128147682901e+02,-4.367642049582844521e+00,3.071401192015712809e+02,3.776299978752660991e+02,1.603262722800005804e+02,-1.077221441859095563e+01,1.805704487451165630e+00,-9.281772032590614785e+00,-1.817594960477721067e+00,1.152077552746710154e+01,4.988396983501538529e+01,-3.512518223777545856e+00,5.961394684636675656e+00,-1.310924431193687678e-01,-6.041684692398801459e+00,-4.683759140369894602e+00,0.000000000000000000e+00
2.813330078124999523e-02,-3.030056560573033266e+02,6.985782986392538696e+00,-1.499529884985116857e+00,-5.763682149314996650e+02,-4.333962850534319955e+00,3.072200568925293283e+02,3.769892561020813559e+02,1.614103493719091489e+02,-1.062254716552517309e+01,1.775188064002593658e+00,-9.297264636377617464e+00,-1.795507350157679705e+00,1.152703500532325265e+01,4.999661843267056582e+01,-3.616356758212716738e+00,5.777507918273743215e+00,-1.212679073701813381e-01,-6.297276959307979816e+00,-4.724210271908770409e+00,0.000000000000000000e+00
2.813378906249999756e-02,-3.027238023873750308e+02,6.970164468182820094e+00,-1.467613085650961935e+00,-5.768517543856675047e+02,-4.299799777276656521e+00,3.072833015538524819e+02,3.763232380166016924e+02,1.624949357029061332e+02,-1.046961661636368390e+01,1.744544792358204699e+00,-9.310766898148690629e+00,-1.773173045919484325e+00,1.153006082493163831e+01,5.010236665293265901e+01,-3.719264901548878122e+00,5.593118630452030615e+00,-1.112838320384183094e-01,-6.550910915910859167e+00,-4.763744796317530117e+00,0.000000000000000000e+00
2.813427734374999642e-02,-3.024207187730595479e+02,6.953603872504284134e+00,-1.435670789865005181e+00,-5.773135066260476833e+02,-4.265141815886499543e+00,3.073298613391344247e+02,3.756321505184047851e+02,1.635799627905375075e+02,-1.031341548857275292e+01,1.713783842100492505e+00,-9.322309815301190739e+00,-1.750611743488219352e+00,1.152985347526714044e+01,5.020114463214554945e+01,-3.821224388643198910e+00,5.408285037961118036e+00,-1.011418810284433895e-01,-6.802532449176286633e+00,-4.802371736986748019e+00,0.000000000000000000e+00
2.813476562499999528e-02,-3.020965089163873927e+02,6.936104298855373607e+00,-1.403704742995038890e+00,-5.777535494062269663e+02,-4.229977884307781544e+00,3.073597468694515555e+02,3.749162040182276883e+02,1.646653618116199596e+02,-1.015393784187671855e+01,1.682914299538069480e+00,-9.331924533263260102e+00,-1.727842904893956311e+00,1.152641501848109229e+01,5.029288442378132373e+01,-3.922217349691217159e+00,5.223065038661967030e+00,-9.084380506872784256e-02,-7.052088510263959442e+00,-4.840099883642043466e+00,0.000000000000000000e+00
2.813525390624999761e-02,-3.017512807036241043e+02,6.917669127886712843e+00,-1.371716662977649825e+00,-5.781719627348701351e+02,-4.194296842712629036e+00,3.073729712360278654e+02,3.741756123411147428e+02,1.657510636090345031e+02,-9.991179094907776559e+00,1.651945166378592900e+00,-9.339642325702802950e+00,-1.704885741033337565e+00,1.151974908330145908e+01,5.037752003464982664e+01,-4.022226314216241327e+00,5.037516191152618283e+00,-8.039144163279667021e-02,-7.299527131588933848e+00,-4.876937796280101267e+00,0.000000000000000000e+00
2.813574218749999648e-02,-3.013851461564069041e+02,6.898302019491934445e+00,-1.339708241840894987e+00,-5.785688288258252214e+02,-4.158087503969074561e+00,3.073695500024639955e+02,3.734105926295328572e+02,1.668369986987601123e+02,-9.825136040753314148e+00,1.620885358440963486e+00,-9.345494575211926502e+00,-1.681759194993441620e+00,1.150986085740421849e+01,5.045498746029777237e+01,-4.121234214845804544e+00,4.851695694791001934e+00,-6.978671480225837054e-02,-7.544797443082532418e+00,-4.912893809451452931e+00,0.000000000000000000e+00
2.813623046874999534e-02,-3.009982213817780803e+02,6.878006910776506722e+00,-1.307681147208657357e+00,-5.789442320481493880e+02,-4.121338644200531753e+00,3.073495012065326932e+02,3.726213652464518873e+02,1.679230972772186590e+02,-9.655806861367276284e+00,1.589743704406606284e+00,-9.349512754476348775e+00,-1.658481926147793883e+00,1.149675707879364772e+01,5.052522471958023687e+01,-4.219224390883595355e+00,4.665660370071559093e+00,-5.903163507015589395e-02,-7.787849687666255960e+00,-4.947976036883729556e+00,0.000000000000000000e+00
2.813671874999999767e-02,-3.005906265211455661e+02,6.856788013908960089e+00,-1.275637023789029767e+00,-5.792982588760116869e+02,-4.084039013428130360e+00,3.073128453614947375e+02,3.718081536785024355e+02,1.690092892287853772e+02,-9.483191140842921030e+00,1.558528944616603296e+00,-9.351728407918699304e+00,-1.635072295037597767e+00,1.148044602617879306e+01,5.058817188836864887e+01,-4.316180591662968524e+00,4.479466639375353942e+00,-4.812829908544821733e-02,-8.028635235907591650e+00,-4.982192376401318512e+00,0.000000000000000000e+00
2.813720703124999653e-02,-3.001624856982088545e+02,6.834649813853639344e+00,-1.243577494842412534e+00,-5.796309978385569366e+02,-4.046177346287127108e+00,3.072596054569540911e+02,3.709711844392268176e+02,1.700955041335417377e+02,-9.307289877540444678e+00,1.527249729901877018e+00,-9.352173133817665018e+00,-1.611548349043551154e+00,1.146093750837857606e+01,5.064377113238136729e+01,-4.412086979689728850e+00,4.293170508088378412e+00,-3.707888933825656541e-02,-8.267106599863637939e+00,-5.015550515137756626e+00,0.000000000000000000e+00
2.813769531249999539e-02,-2.997139269658192120e+02,6.811597065986362054e+00,-1.211504163626987651e+00,-5.799425394697931324e+02,-4.007742372796245789e+00,3.071898069592114666e+02,3.701106869723756745e+02,1.711816712753412446e+02,-9.128105495028625782e+00,1.495914620452464927e+00,-9.350878566893268129e+00,-1.587927808853587086e+00,1.143824285274833130e+01,5.069196673911693551e+01,-4.506928133580868412e+00,4.106827546069898638e+00,-2.588567378414860509e-02,-8.503217446134282653e+00,-5.048057934992201012e+00,0.000000000000000000e+00
2.813818359374999772e-02,-2.992450822518624705e+02,6.787634793597976390e+00,-1.179418614823921407e+00,-5.802329762584457740e+02,-3.968722829197740332e+00,3.071034778110914090e+02,3.692268935554151312e+02,1.722677196500409877e+02,-8.945641851833544322e+00,1.464532084723809469e+00,-9.347876361373046450e+00,-1.564228055733039469e+00,1.141237489265983740e+01,5.073270514885958704e+01,-4.600689050786193057e+00,3.920492869506078559e+00,-1.455100540865308240e-02,-8.736922608089560782e+00,-5.079721918340814213e+00,0.000000000000000000e+00
2.813867187499999659e-02,-2.987560873041651348e+02,6.762768285283949687e+00,-1.147322415938607509e+00,-5.805024025979026874e+02,-3.929107468816091853e+00,3.070006484312719977e+02,3.683200392031980073e+02,1.733535779739744953e+02,-8.759904250033399009e+00,1.433110498378373565e+00,-9.343198174505500830e+00,-1.540466119598111527e+00,1.138334795404103517e+01,5.076593498474039734e+01,-4.693355150101309547e+00,3.734221123123692809e+00,-3.077321731017665721e-03,-8.968178097288385331e+00,-5.110549553931847733e+00,0.000000000000000000e+00
2.813916015624999545e-02,-2.982470816344089144e+02,6.737003092222974665e+00,-1.115217118675143171e+00,-5.807509147362360409e+02,-3.888885072960359679e+00,3.068813517130484456e+02,3.673903615718106153e+02,1.744391746927335305e+02,-8.570899442616658703e+00,1.401658143256214295e+00,-9.336875650552647343e+00,-1.516658667892217371e+00,1.135117784098702032e+01,5.079160708183727024e+01,-4.784912273978269681e+00,3.548066462770012919e+00,8.532855753282490852e-03,-9.196941114101866432e+00,-5.140547742997182645e+00,0.000000000000000000e+00
2.813964843749999778e-02,-2.977182084611416713e+02,6.710345025347524306e+00,-1.083104260287076626e+00,-5.809786107263455506e+02,-3.848044461846436448e+00,3.067456230225415084e+02,3.664381008627007077e+02,1.755244379901179741e+02,-8.378635639640766186e+00,1.370183206389836705e+00,-9.328940405227184485e+00,-1.492821995267220592e+00,1.131588182046405500e+01,5.080967451528386647e+01,-4.875346690621571888e+00,3.362082538369800311e+00,2.027692219062045623e-02,-9.423170057515863007e+00,-5.169723205512438469e+00,0.000000000000000000e+00
2.814013671874999664e-02,-2.971696146518835349e+02,6.682800152408502115e+00,-1.050985364901087848e+00,-5.811855903762340176e+02,-3.806574505523771634e+00,3.065935001963421769e+02,3.654634997271002135e+02,1.766092957973198736e+02,-8.183122513196694925e+00,1.338693779043050869e+00,-9.319424010593516883e+00,-1.468972014065166753e+00,1.127747860612731223e+01,5.082009262737461341e+01,-4.964645095878314152e+00,3.176322477257112809e+00,3.215219004852827578e-02,-9.646824534128812800e+00,-5.198082486616342202e+00,0.000000000000000000e+00
2.814062499999999550e-02,-2.966014506643113577e+02,6.654374794931893433e+00,-1.018861944810048881e+00,-5.813719551994967105e+02,-3.764464134804310191e+00,3.064250235385572978e+02,3.644668031706937654e+02,1.776936758024130540e+02,-7.984371201138558582e+00,1.307197855784361984e+00,-9.308357980410171706e+00,-1.445124245595065027e+00,1.123598834125233914e+01,5.082281905364514785e+01,-5.052794614927848649e+00,2.990838867869531459e+00,4.415588985648907783e-02,-9.867865366359369617e+00,-5.225631963150657811e+00,0.000000000000000000e+00
2.814111328124999784e-02,-2.960138704866157013e+02,6.625075525076679739e+00,-9.867355017403610651e-01,-5.815378083659871891e+02,-3.721702352179445228e+00,3.062402358172429899e+02,3.634482584586957614e+02,1.787775054600040221e+02,-7.782394309593893666e+00,1.275703333589988553e+00,-9.295773755927392301e+00,-1.421293812202147011e+00,1.119143258082204717e+01,5.081781374790521966e+01,-5.139782803761331564e+00,2.805683743832385169e+00,5.628517100760756231e-02,-1.008625459984257411e+01,-5.252377850326735320e+00,0.000000000000000000e+00
2.814160156249999670e-02,-2.954070315770266006e+02,6.594909162389487989e+00,-9.546075280879107172e-01,-5.816832546527339218e+02,-3.678278242717240687e+00,3.060391822602454113e+02,3.624081150212917350e+02,1.798607120011139102e+02,-7.577205914289725008e+00,1.244218010986743339e+00,-9.281702692120211040e+00,-1.397495430120994531e+00,1.114383427276710137e+01,5.080503900621052082e+01,-5.225597650457595833e+00,2.620908568414777040e+00,6.853710262106263440e-02,-1.030195551003088461e+01,-5.278326208455627722e+00,0.000000000000000000e+00
2.814208984374999556e-02,-2.947810948024919071e+02,6.563882770461411553e+00,-9.224795081229210103e-01,-5.818084003951405521e+02,-3.634180984918916835e+00,3.058219105503761739e+02,3.613466243594418756e+02,1.809432224433576835e+02,-7.368821560619423394e+00,1.212749587213164393e+00,-9.266176044362147479e+00,-1.373743403102246630e+00,1.109321773839262804e+01,5.078445948975207358e+01,-5.310227576262758653e+00,2.436564219359720784e+00,8.090867446662529383e-02,-1.051493260801725782e+01,-5.303482949783019151e+00,0.000000000000000000e+00
2.814257812499999789e-02,-2.941362243766010920e+02,6.532003653487898021e+00,-8.903529191633747786e-01,-5.819133534384487803e+02,-3.589399861549124715e+00,3.055884708199614010e+02,3.602640399511726628e+02,1.820249636012744929e+02,-7.157258262531973614e+00,1.181305661416421238e+00,-9.249224955530007009e+00,-1.350051616806550392e+00,1.103960865200220454e+01,5.075604224664667896e+01,-5.393661436463329295e+00,2.252700974102697984e+00,9.339679794854605088e-02,-1.072515164555875167e+01,-5.327853845360146501e+00,0.000000000000000000e+00
2.814306640624999675e-02,-2.934725877967582051e+02,6.499279352737148407e+00,-8.582292327184206648e-01,-5.819982230895434441e+02,-3.543924270398867371e+00,3.053389156447255459e+02,3.591606171583513856e+02,1.831058620968841240e+02,-6.942534500200591374e+00,1.149893731884150672e+00,-9.230880443542742952e+00,-1.326433533952287469e+00,1.098303401974879101e+01,5.071975673261306383e+01,-5.475888521060246816e+00,2.069368495378732575e+00,1.059983071506159225e-01,-1.093257961932260258e+01,-5.351444531976255803e+00,0.000000000000000000e+00
2.814355468749999561e-02,-2.927903557805748278e+02,6.465717642922768960e+00,-8.261099155950948347e-01,-5.820631200691021832e+02,-3.497743734990571784e+00,3.050733000369954198e+02,3.580366131338794844e+02,1.841858443705276329e+02,-6.724670216495333364e+00,1.118521195297437432e+00,-9.211173389316147819e+00,-1.302902190204263677e+00,1.092352215772317336e+01,5.067557483051339062e+01,-5.556898555250349148e+00,1.886615817193848299e+00,1.187099599418363211e-01,-1.113718477437212862e+01,-5.374260519094252508e+00,0.000000000000000000e+00
2.814404296874999795e-02,-2.920897022015926154e+02,6.431326528489985428e+00,-7.939964309746685434e-01,-5.821081564641094701e+02,-3.450847915211312067e+00,3.047916814382218718e+02,3.568922867295077594e+02,1.852648366918520253e+02,-6.503686812259563688e+00,1.087195346017201025e+00,-9.190134525144847188e+00,-1.279470190791775153e+00,1.086110266930865009e+01,5.062347086874923718e+01,-5.636681699706693749e+00,1.704491331208891181e+00,1.315284391410964093e-01,-1.133893660687098581e+01,-5.396307195834600279e+00,0.000000000000000000e+00
2.814453124999999681e-02,-2.913708040243311643e+02,6.396114239815051228e+00,-7.618902394545554735e-01,-5.821334456807618380e+02,-3.403226617870188875e+00,3.044941197108078654e+02,3.557278984041863623e+02,1.863427651710061923e+02,-6.279607140413442146e+00,1.055923375402013420e+00,-9.167794423494660450e+00,-1.256149707840614749e+00,1.079580642182797412e+01,5.056342163849530635e+01,-5.715228550664409823e+00,1.523042773496904756e+00,1.444503537418152239e-01,-1.153780586603032354e+01,-5.417589837918284523e+00,0.000000000000000000e+00
2.814501953124999567e-02,-2.906338412386252799e+02,6.360089229316242765e+00,-7.297928000534252835e-01,-5.821391023978096655e+02,-3.354869807144293503e+00,3.041806771292227722e+02,3.545437101329573011e+02,1.874195557701131634e+02,-6.052455498881553986e+00,1.024712371152696644e+00,-9.144183486205077926e+00,-1.232952478401671881e+00,1.072766552249001037e+01,5.049540640975347117e+01,-5.792530139818833135e+00,1.342317211693246470e+00,1.574722401952015627e-01,-1.173376455531977491e+01,-5.438113614634773718e+00,0.000000000000000000e+00
2.814550781249999800e-02,-2.898789967933809066e+02,6.323260167488720107e+00,-6.977055711849743380e-01,-5.821252425203198300e+02,-3.305767614942016319e+00,3.038514183703768481e+02,3.533399853165324771e+02,1.884951343148693184e+02,-5.822257622339309435e+00,9.935693166867266557e-01,-9.119331934100372905e+00,-1.209889803162082833e+00,1.065671329367565434e+01,5.041940694621904839e+01,-5.868577934028535559e+00,1.162361032545415007e+00,1.705905637517789453e-01,-1.192678593291878819e+01,-5.457883595769035701e+00,0.000000000000000000e+00
2.814599609374999686e-02,-2.891064565297272679e+02,6.285635938853698867e+00,-6.656300115932810568e-01,-5.820919831339033408e+02,-3.255910351151170889e+00,3.035064105033188184e+02,3.521169886915060374e+02,1.895694265063448540e+02,-5.589040672873471394e+00,9.625010905453021959e-01,-9.093269796993064702e+00,-1.186972545820552671e+00,1.058298424758566547e+01,5.033540751894259557e+01,-5.943363834828912395e+00,9.832199298518743413e-01,1.838017198612035830e-01,-1.211684451144155794e+01,-5.476904758477483703e+00,0.000000000000000000e+00
2.814648437499999573e-02,-2.883164091135398621e+02,6.247225637834097789e+00,-6.335675812538780205e-01,-5.820394424594416023e+02,-3.205288513751171742e+00,3.031457229781272531e+02,3.508749862411988261e+02,1.906423579330429448e+02,-5.352833229437840679e+00,9.315144658279037593e-01,-9.066026904090799476e+00,-1.164211133106733520e+00,1.050651406025501444e+01,5.024339491877444885e+01,-6.016880177764512005e+00,8.049388928007646937e-01,1.971020356282868480e-01,-1.230391605694597423e+01,-5.495181994157088745e+00,0.000000000000000000e+00
2.814697265624999806e-02,-2.875090459674612475e+02,6.208038564554606786e+00,-6.015197422386566739e-01,-5.819677398082861828e+02,-3.153892798819783572e+00,3.027694276140862257e+02,3.496142451072529980e+02,1.917138540830772797e+02,-5.113665276238505975e+00,9.006161096544681444e-01,-9.037632874786599047e+00,-1.141615555428083795e+00,1.042733954498801907e+01,5.014335846758252302e+01,-6.089119731531559054e+00,6.275621947051618355e-01,2.104877713263390848e-01,-1.248797758721819307e+01,-5.512720115218673556e+00,0.000000000000000000e+00
2.814746093749999692e-02,-2.866845612023966510e+02,6.168084220569991061e+00,-5.694879595451080023e-01,-5.818769955379980274e+02,-3.101714110378020806e+00,3.023775985871260445e+02,3.483350335019801491e+02,1.927838403565245926e+02,-4.871568190040533430e+00,8.698125826698123175e-01,-9.008117109837719738e+00,-1.119195368123525824e+00,1.034549862521565267e+01,5.003529002823582061e+01,-6.160075696938300815e+00,4.511333821483541340e-01,2.239551219647509250e-01,-1.266900736935720140e+01,-5.529523861820049291e+00,0.000000000000000000e+00
2.814794921874999578e-02,-2.858431515484621173e+02,6.127372304522928914e+00,-5.374737018878997796e-01,-5.817673310086233869e+02,-3.048743570102403933e+00,3.019703124164335009e+02,3.470376206213812225e+02,1.938522420780302582e+02,-4.626574726324162334e+00,8.391103385651075275e-01,-8.977508782920418540e+00,-1.096959693301687855e+00,1.026103030681229811e+01,4.991918401333126099e+01,-6.229741705690022613e+00,2.756952645189718609e-01,2.375002189127859431e-01,-1.284698491667689346e+01,-5.545597908519457775e+00,0.000000000000000000e+00
2.814843749999999811e-02,-2.849850162855111080e+02,6.085912707735793958e+00,-5.054784424548192101e-01,-5.816388685395096445e+02,-2.994972526870248064e+00,3.015476479503584528e+02,3.457222765590249196e+02,1.949189845095044973e+02,-4.378719004467693132e+00,8.085157236436947281e-01,-8.945836832562399366e+00,-1.074917222245564075e+00,1.017397464989397982e+01,4.979503739267050122e+01,-6.298111818990966171e+00,1.012899039570896720e-01,2.511191315761255316e-01,-1.302189098491750840e+01,-5.560946870834935218e+00,0.000000000000000000e+00
2.814892578124999697e-02,-2.841103571732192563e+02,6.043715509739605807e+00,-4.735036596268779596e-01,-5.814917313667125427e+02,-2.940392566152341125e+00,3.011096863515054451e+02,3.443892722207548331e+02,1.959839928629919825e+02,-4.128036491831986510e+00,7.780349764115467304e-01,-8.913129954441822989e+00,-1.053076218360934346e+00,1.008437274012894314e+01,4.966284969947210470e+01,-6.365180525971440240e+00,-7.204139428281398916e-02,2.648078691256947059e-01,-1.319370756779013121e+01,-5.575575311740143647e+00,0.000000000000000000e+00
2.814941406249999584e-02,-2.832193783806962983e+02,6.000790973738575396e+00,-4.415508376595902451e-01,-5.813260436009626346e+02,-2.884995519218818583e+00,3.006565110810348642e+02,3.430388792401312799e+02,1.970471923137557724e+02,-3.874563986848516883e+00,7.476742272075234119e-01,-8.879416594050100642e+00,-1.031444520644779095e+00,9.992266659576582555e+00,4.952262303529906973e+01,-6.430942741946766184e+00,-2.442580910798936022e-01,2.785623822806310712e-01,-1.336241789187379325e+01,-5.589487748043004522e+00,0.000000000000000000e+00
2.814990234374999817e-02,-2.823122864157664935e+02,5.957149542017620369e+00,-4.096214673290723418e-01,-5.811419301862443945e+02,-2.828773472172807502e+00,3.001882078822065978e+02,3.416713698948227034e+02,1.981085080134513419e+02,-3.618339601132472438e+00,7.174394978676416068e-01,-8.844724939714705414e+00,-1.010029547654457405e+00,9.897699457095626485e+00,4.937436207371868591e+01,-6.495393806499932587e+00,-4.153204222711914251e-01,2.923785651390412021e-01,-1.352800641086291478e+01,-5.602688656671021228e+00,0.000000000000000000e+00
2.815039062499999703e-02,-2.813892900538863273e+02,5.912801831296084387e+00,-3.777170465430025326e-01,-5.809395168590010599e+02,-2.771718774794835305e+00,2.997048647631072527e+02,3.402870170238965670e+02,1.991678651034390271e+02,-3.359402740582963620e+00,6.873367014235709505e-01,-8.809082915973080574e+00,-9.888383019538858898e-01,9.800715118339676124e+00,4.921807406267282659e+01,-6.558529481398172933e+00,-5.851894070587495555e-01,3.062522570600227367e-01,-1.369045879918116881e+01,-5.615182480861893310e+00,0.000000000000000000e+00
2.815087890624999589e-02,-2.804506002666713016e+02,5.867758628022695433e+00,-3.458390809108911612e-01,-5.807189301079199595e+02,-2.713824049185394660e+00,2.992065719785836109e+02,3.388860939458997450e+02,2.002251887283051417e+02,-3.097794085586150992e+00,6.573716418405911588e-01,-8.772518177295706820e+00,-9.678773750119548103e-01,9.701358535367724301e+00,4.905376882554881490e+01,-6.620345948347738485e+00,-7.538268560240665161e-01,3.201792445940392362e-01,-1.384976194499263258e+01,-5.626973636216662911e+00,0.000000000000000000e+00
2.815136718749999822e-02,-2.794964301501763089e+02,5.822030883624780273e+00,-3.139890842820459160e-01,-5.804802971343992795e+02,-2.655082198210000577e+00,2.986934220113842571e+02,3.374688743779830702e+02,2.012804040494417279e+02,-2.833555570253994738e+00,6.275500137966609771e-01,-8.735058102150615511e+00,-9.471529525334146937e-01,9.599675475902399668e+00,4.888145876096383091e+01,-6.680839806581956530e+00,-9.211953787076831990e-01,3.341552634601330785e-01,-1.400590394259728733e+01,-5.638066516664323125e+00,0.000000000000000000e+00
2.815185546874999709e-02,-2.785269948528939494e+02,5.775629709708748116e+00,-2.821685792460280062e-01,-5.802237458136351052e+02,-2.595486413730717423e+00,2.981655095525125034e+02,3.360356323559714724e+02,2.023334362587507655e+02,-2.566730360805927980e+00,5.978774024988454672e-01,-8.696729787406331624e+00,-9.266708201975373260e-01,9.495712552259526262e+00,4.870115884125097239e+01,-6.740008070289836617e+00,-1.087258390774066497e+00,3.481760005681159287e-01,-1.415887408424125304e+01,-5.648465500300162923e+00,0.000000000000000000e+00
2.815234374999999595e-02,-2.775425115034537384e+02,5.728566373213189067e+00,-2.503790975956063369e-01,-5.799494046563544316e+02,-2.535030184620558735e+00,2.976229314807503670e+02,3.345866421553029113e+02,2.033842105925294845e+02,-2.297362833057049691e+00,5.683592835480457683e-01,-8.657560043065156918e+00,-9.064363697800306152e-01,9.389517189980704615e+00,4.851288660963142974e+01,-6.797848165892578898e+00,-1.251980120775678440e+00,3.622370960877948076e-01,-1.430866285136257154e+01,-5.658174955086676228e+00,0.000000000000000000e+00
2.815283203124999828e-02,-2.765431991381431658e+02,5.680852291522271003e+00,-2.186221807559380614e-01,-5.796574027712269981e+02,-2.473707304555616826e+00,2.970657868414011205e+02,3.331221782130741644e+02,2.044326523453985658e+02,-2.025498549068693421e+00,5.390010228440097473e-01,-8.617575387325096870e+00,-8.864546056377889949e-01,9.281137596187569727e+00,4.831666217609583924e+01,-6.854357929160930674e+00,-1.415325616475285875e+00,3.763341455581172834e-01,-1.445526190526642374e+01,-5.667199244465703778e+00,0.000000000000000000e+00
2.815332031249999714e-02,-2.755292786282545308e+02,5.632499027539545899e+00,-1.868993801781254349e-01,-5.793478698279485570e+02,-2.411511879574227191e+00,2.964941768242579769e+02,3.316425150510746107e+02,2.054786868843293632e+02,-1.751184233015762093e+00,5.098078765434685966e-01,-8.576802041961231637e+00,-8.667301515319945082e-01,9.170622727709444533e+00,4.811250821197990746e+01,-6.909535602182810266e+00,-1.577260750761687813e+00,3.904627020403536042e-01,-1.459866407726039839e+01,-5.675542732805594959e+00,0.000000000000000000e+00
2.815380859374999600e-02,-2.745009726071887144e+02,5.583518284722940983e+00,-1.552122576959803213e-01,-5.790209360209720444e+02,-2.348438335404589683e+00,2.959082047407094365e+02,3.301479271997789624e+02,2.065222396628281558e+02,-1.474467746214700004e+00,4.807849910644510505e-01,-8.535265928024193371e+00,-8.472672577651375603e-01,9.058022258975935159e+00,4.790044994322529703e+01,-6.963379830186159580e+00,-1.737752227143655626e+00,4.046182783105217173e-01,-1.473886335826619032e+01,-5.683209790754141899e+00,0.000000000000000000e+00
2.815429687499999833e-02,-2.734585053974963671e+02,5.533921902088364320e+00,-1.235623858500484312e-01,-5.786767320339511116e+02,-2.284481424543147732e+00,2.953079760001149339e+02,3.286386891234646441e+02,2.075632362351460358e+02,-1.195398061448964322e+00,4.519374031492220389e-01,-8.492992661852129643e+00,-8.280698086120195089e-01,8.943386549743632230e+00,4.768051514234775823e+01,-7.015889658213809277e+00,-1.896767584818735974e+00,4.187963490911404407e-01,-1.487585488791622801e+01,-5.690204800443339650e+00,0.000000000000000000e+00
2.815478515624999720e-02,-2.724021029377994978e+02,5.483721849181860897e+00,-9.195134817680469808e-02,-5.783153890048503172e+02,-2.219636233101351053e+00,2.946935980853647834e+02,3.271150751464147106e+02,2.086016022705505577e+02,-9.140252365378482846e-01,4.232700399800665148e-01,-8.450007551385208870e+00,-8.091413300204296499e-01,8.826766612653846877e+00,4.745273411910559247e+01,-7.067064527655858797e+00,-2.054275203313129960e+00,4.329923533185634499e-01,-1.500963494314357050e+01,-5.696532160585738858e+00,0.000000000000000000e+00
2.815527343749999606e-02,-2.713319927095843127e+02,5.432930221021075923e+00,-6.038073946263593922e-02,-5.779370384917552883e+02,-2.153898187376261930e+00,2.940651805276444293e+02,3.255773593800898311e+02,2.096372635677554399e+02,-6.304003872220115268e-01,3.947877193586075695e-01,-8.406335592783172217e+00,-7.904849975578300825e-01,8.708214080668343016e+00,4.721713970985553033e+01,-7.116904272648306495e+00,-2.210244306712844775e+00,4.472016964479078038e-01,-1.514020092631073133e+01,-5.702196291427692465e+00,0.000000000000000000e+00
2.815576171874999839e-02,-2.702484036639905298e+02,5.381559233014016286e+00,-2.885216596614161369e-02,-5.775418124393553398e+02,-2.087263060189548103e+00,2.934228348804255120e+02,3.240258156514966572e+02,2.106701460693230388e+02,-3.445756593690441627e-01,3.664951499540731739e-01,-8.362001467340936856e+00,-7.721036445848765695e-01,8.587781174402001838e+00,4.697376726562652749e+01,-7.165409116331590056e+00,-2.364644967459553104e+00,4.614197527901214291e-01,-1.526755135285928056e+01,-5.707201639584947195e+00,0.000000000000000000e+00
2.815624999999999725e-02,-2.691515661485877899e+02,5.329621215855536498e+00,2.632754392232706988e-03,-5.771298431461535756e+02,-2.019726976950952047e+00,2.927666746926933570e+02,3.224607174326817471e+02,2.117001758761296344e+02,-5.660420055468170369e-02,3.383969316116097192e-01,-8.317029538692954915e+00,-7.539997706322481008e-01,8.465520669391068509e+00,4.672265463890330039e+01,-7.212579666977800841e+00,-2.517448109719097715e+00,4.756418678820743540e-01,-1.539168583850968375e+01,-5.711552682761674049e+00,0.000000000000000000e+00
2.815673828124999611e-02,-2.680417118340913589e+02,5.277128610399929975e+00,3.407239187506359845e-02,-5.767012632323253456e+02,-1.951286421458601650e+00,2.920968154813764386e+02,3.208823377712285492e+02,2.127272792619401969e+02,2.334598689707681196e-01,3.104975557501523098e-01,-8.271443850308303425e+00,-7.361755499584675677e-01,8.341485863311117299e+00,4.646384216911158660e+01,-7.258416913992835617e+00,-2.668625512339031669e+00,4.898633608867733469e-01,-1.551260508604491761e+01,-5.715253934331624208e+00,0.000000000000000000e+00
