grid, omegaDot_C2H4, omegaDot_H2, omegaDot_H, omegaDot_O2, omegaDot_O, omegaDot_H2O, omegaDot_CO, omegaDot_CO2, omegaDot_OH, omegaDot_HCO, omegaDot_HO2, omegaDot_H2O2, omegaDot_C2H3, omegaDot_C2H2, omegaDot_CH4, omegaDot_CH3, omegaDot_CH2, omegaDot_CH2O, omegaDot_CH2CHO, omegaDot_N2
2.802636718750000158e-02,-5.404639718584544283e+01,4.603822399763072837e-01,-2.272541237215563115e+00,-1.151673194931510267e+02,-3.362906581394860872e+00,6.447141855011918210e+01,7.485063770296474672e+01,1.056775207164195152e+01,-7.502175773913096535e+00,-1.050795374108367985e+00,8.559909211118938543e+00,1.245367225125757704e+00,-1.928775852958052317e+00,1.455627163054541207e+00,6.474022714041358206e+00,-1.389207795558148772e+00,-4.205658667921975680e-02,1.278927065005052555e+01,5.887788352730449759e+00,0.000000000000000000e+00
2.802685546875000044e-02,-5.497983055299382471e+01,4.728696759728197585e-01,-2.298955045800843866e+00,-1.170347904503732792e+02,-3.403435728821880168e+00,6.543305965510074884e+01,7.610123276149559501e+01,1.076679948904533823e+01,-7.575999304164716897e+00,-1.054733826779470807e+00,8.702136404668461722e+00,1.257887950539916977e+00,-1.962399036273710484e+00,1.496879594368943467e+00,6.530252197931779357e+00,-1.347366783153737257e+00,-4.311125821764913435e-02,1.290924937153845242e+01,6.030254885917046614e+00,0.000000000000000000e+00
2.802734375000000278e-02,-5.592473696730594668e+01,4.856359602561380329e-01,-2.325474684180989460e+00,-1.189224345478159393e+02,-3.444051646765498909e+00,6.640447059273627417e+01,7.736697567540842613e+01,1.096902138336763777e+01,-7.649785623669302481e+00,-1.058121145092523196e+00,8.844409660064124878e+00,1.270380207500234393e+00,-1.996152677691821253e+00,1.539187178804714895e+00,6.586269844706466259e+00,-1.304006698049537061e+00,-4.418844781502151431e-02,1.302937558154996900e+01,6.173226353992572690e+00,0.000000000000000000e+00
2.802783203125000164e-02,-5.688115013499679407e+01,4.986853990582436613e-01,-2.352094430578574258e+00,-1.208301915970558014e+02,-3.484744779929578318e+00,6.738564911541850222e+01,7.864792352910791351e+01,1.117445503423404496e+01,-7.723519464646645183e+00,-1.060939148341319527e+00,8.986629273592605216e+00,1.282833897220007735e+00,-2.030019298378752168e+00,1.582572417104258555e+00,6.642060702227553293e+00,-1.259102471311192462e+00,-4.528848391951879188e-02,1.314962316564332490e+01,6.316617275551699606e+00,0.000000000000000000e+00
2.802832031250000050e-02,-5.784910110053687760e+01,5.120222989315894591e-01,-2.378808389970597847e+00,-1.227579940541994148e+02,-3.525505452536349615e+00,6.837659035296343291e+01,7.994413046556891800e+01,1.138313780069659309e+01,-7.797185650621054620e+00,-1.063169828636290948e+00,9.128693674211616482e+00,1.295238627452239166e+00,-2.063980763158855147e+00,1.627058114810127076e+00,6.697609679589949572e+00,-1.212629143980627378e+00,-4.641169394707461010e-02,1.326996539449535462e+01,6.460339668867300489e+00,0.000000000000000000e+00
2.802880859375000283e-02,-5.882861818188849412e+01,5.256509520323693341e-01,-2.405610490814928948e+00,-1.247057672701879198e+02,-3.566323828263769258e+00,6.937728678137560223e+01,8.125564758269644017e+01,1.159510711082830170e+01,-7.870769084568444818e+00,-1.064795384107339871e+00,9.270499706063912271e+00,1.307583713848469831e+00,-2.098018302537776769e+00,1.672667379559869438e+00,6.752901547727770293e+00,-1.164561902212008615e+00,-4.755840416084992223e-02,1.339037492395547169e+01,6.604303150653322518e+00,0.000000000000000000e+00
2.802929687500000169e-02,-5.981972681304350203e+01,5.395756940921000444e-01,-2.432494516928823458e+00,-1.266734284989411208e+02,-3.607190093210866699e+00,7.038772820917799322e+01,8.258252295212169258e+01,1.181040046186649128e+01,-7.944254851964505981e+00,-1.065798222341000967e+00,9.411941830403851128e+00,1.319858183153590492e+00,-2.132112683928911956e+00,1.719423623787056155e+00,6.807920987780703648e+00,-1.114876162338547694e+00,-4.872894160445317285e-02,1.351082392383084496e+01,6.748414918087452641e+00,0.000000000000000000e+00
2.802978515625000056e-02,-6.082244950964305019e+01,5.538008179143462106e-01,-2.459454074493347520e+00,-1.286608885565912601e+02,-3.648094193614707770e+00,7.140790175257689043e+01,8.392480144902165762e+01,1.202905540568061937e+01,-8.017628086721661163e+00,-1.066161003724578560e+00,9.552913522619013165e+00,1.332050771679328616e+00,-2.166244244340515213e+00,1.767350559423403356e+00,6.862652569058383278e+00,-1.063547588300833846e+00,-4.992363362733750337e-02,1.363128402335059697e+01,6.892580019733093089e+00,0.000000000000000000e+00
2.803027343750000289e-02,-6.183680588512675769e+01,5.683306197725007669e-01,-2.486482606793563921e+00,-1.306680505722129624e+02,-3.689026022956964468e+00,7.243779177216633514e+01,8.528252457874619097e+01,1.225110953091214583e+01,-8.090874103020963659e+00,-1.065866683339712129e+00,9.693306551193709097e+00,1.344149936758567199e+00,-2.200392655118641017e+00,1.816472191636928191e+00,6.917080732405771037e+00,-1.010552114113903110e+00,-5.114280560551282689e-02,1.375172625212496058e+01,7.036701282571867111e+00,0.000000000000000000e+00
2.803076171875000175e-02,-6.286281258864428878e+01,5.831693833489265399e-01,-2.513573391268211221e+00,-1.326948102817200379e+02,-3.729975382383646121e+00,7.347737984682110834e+01,8.665573036260617812e+01,1.247660045171316767e+01,-8.163978383748458967e+00,-1.064898542617317423e+00,9.833011292392043856e+00,1.356143860311749272e+00,-2.234536949531391148e+00,1.866812815018251470e+00,6.971189791369720723e+00,-9.558659856047290182e-01,-5.238678083135712982e-02,1.387212104340078511e+01,7.180679439367509076e+00,0.000000000000000000e+00
2.803125000000000061e-02,-6.390048324782227240e+01,5.983213766816563028e-01,-2.540719541507168167e+00,-1.347410560429013913e+02,-3.770931985910262352e+00,7.452664474546712370e+01,8.804445322221826586e+01,1.270556579610623338e+01,-8.236926595101754955e+00,-1.063240220764133381e+00,9.971916840455683939e+00,1.368020454137386599e+00,-2.268655526351985863e+00,1.918397009409987364e+00,7.024963934341275085e+00,-8.994658043978843720e-01,-5.365588024165848791e-02,1.399243823804838627e+01,7.324413228132481635e+00,0.000000000000000000e+00
2.803173828124999947e-02,-6.494982841223971093e+01,6.137908490346422052e-01,-2.567914009483304394e+00,-1.368066688569652456e+02,-3.811885465769433878e+00,7.558556240024078932e+01,8.944872386175637757e+01,1.293804319413100146e+01,-8.309704600967771526e+00,-1.060875746329789093e+00,1.010991112161325667e+01,1.379767365755305786e+00,-2.302726154032837425e+00,1.971249635370370568e+00,7.078387226780503916e+00,-8.413285732659354643e-01,-5.495042213579299367e-02,1.411264708885772734e+01,7.467799497649825646e+00,0.000000000000000000e+00
2.803222656249999833e-02,-6.601085549777002370e+01,6.295820276945790495e-01,-2.595149588023627274e+00,-1.388915223968099326e+02,-3.852825377892904690e+00,7.665410588118318458e+01,9.086856914833587950e+01,1.317407026580926299e+01,-8.382298477050998287e+00,-1.057789568811875025e+00,1.024688101175446953e+01,1.391371984811319740e+00,-2.336725975514223563e+00,2.025395829269097003e+00,7.131443613536691650e+00,-7.814317427807783156e-01,-5.627072188459690538e-02,1.423271626517082566e+01,7.610733318973562866e+00,0.000000000000000000e+00
2.803271484375000067e-02,-6.708356873180775892e+01,6.456991146952524296e-01,-2.622418913520156991e+00,-1.409954830419284519e+02,-3.893741207515809322e+00,7.773224537247183719e+01,9.230401199057365602e+01,1.341368460892727299e+01,-8.454694524722444982e+00,-1.053966590199595155e+00,1.038271245758659944e+01,1.402821450049545726e+00,-2.370631513694828385e+00,2.080860998006321072e+00,7.184116921267681199e+00,-7.197532592022838349e-01,-5.761709163002616541e-02,1.435261385785441490e+01,7.753108102788763389e+00,0.000000000000000000e+00
2.803320312499999953e-02,-6.816796909938773297e+01,6.621462834704657796e-01,-2.649714468880403295e+00,-1.431184099198430602e+02,-3.934622374890345942e+00,7.881994815018039446e+01,9.375507121537897604e+01,1.365692378663514361e+01,-8.526879284558914307e+00,-1.049392196361137897e+00,1.051729060109134473e+01,1.414102656857380458e+00,-2.404418677596505294e+00,2.137670813345559306e+00,7.236390860962465865e+00,-6.562716135350802338e-01,-5.898983997587052552e-02,1.447230738461909283e+01,7.894815722488204734e+00,0.000000000000000000e+00
2.803369140624999839e-02,-6.926405429036471162e+01,6.789276754390094482e-01,-2.677028586720985981e+00,-1.452601549542470138e+02,-3.975458241104662616e+00,7.991717856171720769e+01,9.522176144324650693e+01,1.390382531489590257e+01,-8.598839549552117489e+00,-1.044052288177257370e+00,1.065049990710343231e+01,1.425202265388975764e+00,-2.438062769249365491e+00,2.195851205859399080e+00,7.288249030579476262e+00,-5.909658916694359165e-01,-6.038927166986524792e-02,1.459176379570555504e+01,8.035746642819923125e+00,0.000000000000000000e+00
2.803417968750000072e-02,-7.037181864755562799e+01,6.960473965215128178e-01,-2.704353452800586144e+00,-1.474205629195085407e+02,-4.016238113990771907e+00,8.102389800682628618e+01,9.670409296199140670e+01,1.415442664976149345e+01,-8.670562377951906541e+00,-1.037933312332128821e+00,1.078222429379200875e+01,1.436106709269135528e+00,-2.471538491318517661e+00,2.255428358473465789e+00,7.339674917799202447e+00,-5.238158255304818933e-01,-6.181568727723629059e-02,1.471094947992628299e+01,8.175790053905018340e+00,0.000000000000000000e+00
2.803466796874999958e-02,-7.149125311596392862e+01,7.135095135921670773e-01,-2.731681109693499199e+00,-1.495994715015946497e+02,-4.056951254116872185e+00,8.214006492024611816e+01,9.820207159915823070e+01,1.440876517449830096e+01,-8.742035105721695842e+00,-1.031022291666983559e+00,1.091234726584666781e+01,1.446802204880720977e+00,-2.504819955492055161e+00,2.316428699605399988e+00,7.390651902900813752e+00,-4.548018451428033071e-01,-6.326938284595819140e-02,1.482983027107917451e+01,8.314834010430807609e+00,0.000000000000000000e+00
2.803515624999999845e-02,-7.262234519320308834e+01,7.313180508686610848e-01,-2.759003460704505972e+00,-1.517967113654628406e+02,-4.097586880857305935e+00,8.326563475612475429e+01,9.971569859335779995e+01,1.466687818658815345e+01,-8.813245358583316147e+00,-1.023306855009230798e+00,1.104075205015692518e+01,1.457274761237553617e+00,-2.537880691652973475e+00,2.378878895895995882e+00,7.441163261772842930e+00,-3.839051315102812723e-01,-6.475064956407107497e-02,1.494837145474269668e+01,8.452765575802215992e+00,0.000000000000000000e+00
2.803564453125000078e-02,-7.376507888102987920e+01,7.494769862405619154e-01,-2.786312274020021462e+00,-1.540121062285445817e+02,-4.138134178527645091e+00,8.440055997407537802e+01,1.012449704645125195e+02,1.492880288458244920e+01,-8.884181063619442043e+00,-1.014775266388824981e+00,1.116732173374319004e+01,1.467510190441444706e+00,-2.570693657843533764e+00,2.442805844518783687e+00,7.491192169056867023e+00,-3.111076702180666786e-01,-6.625977340900951473e-02,1.506653777544213746e+01,8.589470970987703069e+00,0.000000000000000000e+00
2.803613281249999964e-02,-7.491943463810008552e+01,7.679902475396487294e-01,-2.813599187095216170e+00,-1.562454729403331726e+02,-4.178582302579854968e+00,8.554479002696118073e+01,1.027898788832794281e+02,1.519457635483364477e+01,-8.954830460410303061e+00,-1.005416453555153966e+00,1.129193940371140670e+01,1.477494118722995964e+00,-2.603231251039873406e+00,2.508236665065185722e+00,7.540721701434062396e+00,-2.363923056467019668e-01,-6.779703478928941762e-02,1.518429344419980964e+01,8.724835727802302543e+00,0.000000000000000000e+00
2.803662109374999850e-02,-7.608538933407281490e+01,7.868617087560418888e-01,-2.840855711276290219e+00,-1.584966215680949233e+02,-4.218920385853213162e+00,8.669827135050751110e+01,1.043504105399478590e+02,1.546423555813238515e+01,-9.025182111688168973e+00,-9.952200357119191931e-01,1.141448828899988222e+01,1.487211998064466023e+00,-2.635465318746620600e+00,2.575198691003978801e+00,7.589734841064059268e+00,-1.597427956811975913e-01,-6.936270817885301088e-02,1.530160214647625594e+01,8.858744846351537916e+00,0.000000000000000000e+00
2.803710937500000083e-02,-7.726291620495791790e+01,8.060951862005437674e-01,-2.868073236651128788e+00,-1.607653554882714388e+02,-4.259137544868244696e+00,8.786094735460859795e+01,1.059265470128122502e+02,1.573781731622615965e+01,-9.095224913475270512e+00,-9.841763503845698535e-01,1.153485190365037560e+01,1.496649118399748346e+00,-2.667367171420580441e+00,2.643719460700956869e+00,7.638214479174693317e+00,-8.114386680695602483e-02,-7.095706174404947664e-02,1.541842705049431039e+01,8.991082956312503427e+00,0.000000000000000000e+00
2.803759765624999969e-02,-7.845198480982870137e+01,8.256944346174677207e-01,-2.895243037126729035e+00,-1.630514714835567531e+02,-4.299222886160502632e+00,8.903275841642106059e+01,1.075182646363360135e+02,1.601535829824679524e+01,-9.164948104688940944e+00,-9.722764793445144438e-01,1.165291419135385986e+01,1.505790620387367884e+00,-2.698907595727797926e+00,2.713826707997578858e+00,7.686143419812912825e+00,-5.812694672552122044e-04,-7.258035696361286870e-02,1.553473081595177696e+01,9.121734481739927958e+00,0.000000000000000000e+00
2.803808593749999856e-02,-7.965256098901565451e+01,8.456631432518155744e-01,-2.922356275730571884e+00,-1.653547598456308094e+02,-4.339165512649767464e+00,9.021364187532877565e+01,1.091255343694269584e+02,1.629689500707472050e+01,-9.234341276196015968e+00,-9.595122735068861708e-01,1.176855967102175171e+01,1.514621508750819245e+00,-2.730056868646467017e+00,2.785548352348059087e+00,7.733504383764688406e+00,8.195816644910637605e-02,-7.423284824192614983e-02,1.565047560313454866e+01,9.250583809066835528e+00,0.000000000000000000e+00
2.803857421875000089e-02,-8.086460682368145569e+01,8.660049318719996725e-01,-2.949404010127995246e+00,-1.676750044830771742e+02,-4.378954530033476011e+00,9.140353202964566037e+01,1.107483216638612618e+02,1.658246376561739410e+01,-9.303394379288967286e+00,-9.458763767313291826e-01,1.188167358309293142e+01,1.523126666177599065e+00,-2.760784772408744647e+00,2.858912488501644589e+00,7.780280012643223664e+00,1.664864761112021529e-01,-7.591478251559677370e-02,1.576562308241671673e+01,9.377515457925024833e+00,0.000000000000000000e+00
2.803906249999999975e-02,-8.208808059688487901e+01,8.867233467523779611e-01,-2.976377198352008424e+00,-1.700119830344351612e+02,-4.418579053200985207e+00,9.260236013513301145e+01,1.123865863331941171e+02,1.687210070302824150e+01,-9.372097733566111089e+00,-9.313622484498622622e-01,1.199214203631457387e+01,1.531290867768805963e+00,-2.791060610291909772e+00,2.933947375729716089e+00,7.826452873154324585e+00,2.530145043775282043e-01,-7.762639885372564497e-02,1.588013444415605591e+01,9.502414254425877616e+00,0.000000000000000000e+00
2.803955078124999861e-02,-8.332293675626227980e+01,9.078218566203539730e-01,-3.003266704741346160e+00,-1.723654669863396123e+02,-4.458028212665646528e+00,9.381005440541997586e+01,1.140402824225162988e+02,1.716584174089772219e+01,-9.440442034206306232e+00,-9.159641850525958029e-01,1.209985215472742404e+01,1.539098796029629623e+00,-2.820853223255026521e+00,3.010681426598964094e+00,7.872005461546223160e+00,3.415518506996889636e-01,-7.936792805212290747e-02,1.599397040899433620e+01,9.625165506524362868e+00,0.000000000000000000e+00
2.804003906250000094e-02,-8.456912587820804106e+01,9.293038485690958694e-01,-3.030063306077164231e+00,-1.747352217962401539e+02,-4.497291161003492022e+00,9.502654001417641894e+01,1.157093580791093643e+02,1.746372257939082573e+01,-9.508418358608620835e+00,-8.996773399653553716e-01,1.220469222455987435e+01,1.546535056388178120e+00,-2.850131007418513995e+00,3.089143195277619824e+00,7.916920208242873791e+00,4.321068144272667833e-01,-8.113959222163652507e-02,1.610709123854875813e+01,9.745655181052642391e+00,0.000000000000000000e+00
2.804052734374999981e-02,-8.582659463367036778e+01,9.511726239408103689e-01,-3.056757697913223826e+00,-1.771210070196223683e+02,-4.536357079295926908e+00,9.625173909911458736e+01,1.173937554243661197e+02,1.776577868336065436e+01,-9.576018172388259586e+00,-8.824977423553027611e-01,1.230655184075410524e+01,1.553584193230406196e+00,-2.878861932384439104e+00,3.169361365376182960e+00,7.961179482668304885e+00,5.246863406609715286e-01,-8.294160437081822546e-02,1.621945674650390856e+01,9.863770082024586827e+00,0.000000000000000000e+00
2.804101562499999867e-02,-8.709528575568175768e+01,9.734313941856364005e-01,-3.083340501093924324e+00,-1.795225764416637446e+02,-4.575215183573496880e+00,9.748557076789805365e+01,1.190934104273635228e+02,1.807204526846933135e+01,-9.643233334717182359e+00,-8.644223144042408880e-01,1.240532205284975120e+01,1.560230706437403692e+00,-2.907013560395149909e+00,3.251364737325215692e+00,8.004765598268710036e+00,6.192959668064640377e-01,-8.477416798347453541e-02,1.633102631011199435e+01,9.979398029796955782e+00,0.000000000000000000e+00
2.804150390625000100e-02,-8.837513800850636869e+01,9.960832766975690200e-01,-3.109802268449039175e+00,-1.819396782127803647e+02,-4.613854731250842889e+00,9.872795110580155153e+01,1.208082527801520172e+02,1.838255728729069105e+01,-9.710056102989758742e+00,-8.454488870947415302e-01,1.250089550992043463e+01,1.566459068408587285e+00,-2.934553066317024506e+00,3.335182215278058138e+00,8.047660817730417193e+00,7.159397699612298771e-01,-8.663747659096980580e-02,1.644175888208843972e+01,1.009242804065006816e+01,0.000000000000000000e+00
2.804199218749999986e-02,-8.966608615851056641e+01,1.019131290632431464e+00,-3.136133491658455341e+00,-1.843720549879720352e+02,-4.652265027549393750e+00,9.997879318518796765e+01,1.225382057751520080e+02,1.869734941542415640e+01,-9.776479136803295944e+00,-8.255762144558234095e-01,1.259316660428893009e+01,1.572253741554405115e+00,-2.961447258447404529e+00,3.420842793541500004e+00,8.089847358399806510e+00,8.146203152899413880e-01,-8.853171333984398428e-02,1.655161300291140947e+01,1.020275050635434333e+01,0.000000000000000000e+00
2.804248046874999872e-02,-9.096806094688393785e+01,1.042578352713706469e+00,-3.162324608280003169e+00,-1.868194440698801486e+02,-4.690435431906627706e+00,1.012380070768797253e+02,1.242831861850623056e+02,1.901645603765390646e+01,-9.842495501250148493e+00,-8.048039862210047968e-01,1.268203161373971177e+01,1.577599196240819790e+00,-2.987662600133941471e+00,3.508375542538864078e+00,8.131307397911710311e+00,9.153386055404469923e-01,-9.045705055506701731e-02,1.666054681353461575e+01,1.031025737329501624e+01,0.000000000000000000e+00
2.804296875000000105e-02,-9.228098906407490176e+01,1.066427273027481748e+00,-3.188366008927674855e+00,-1.892815775549866544e+02,-4.728355364360614210e+00,1.025054998632539309e+02,1.260431041453526007e+02,1.933991123412427626e+01,-9.908098669503061728e+00,-7.831328388551521691e-01,1.276738884193071577e+01,1.582479929165184318e+00,-3.013165232192015708e+00,3.597809594294057334e+00,8.172023080022380981e+00,1.018094031837602165e+00,-9.241364929903400638e-02,1.676851806849810700e+01,1.041484232069278804e+01,0.000000000000000000e+00
2.804345703124999992e-02,-9.360479312605734492e+01,1.090680750812113242e+00,-3.214248044592361797e+00,-1.917581824828558581e+02,-4.766014311909338552e+00,1.037811756531260698e+02,1.278178630397462996e+02,1.966774876656403492e+01,-9.973282524690153750e+00,-7.605643649117922456e-01,1.284913875673083794e+01,1.586880482143249393e+00,-3.037920996109509719e+00,3.689174127441611439e+00,8.211976520652514822e+00,1.122884325908602543e+00,-9.440165892672264247e-02,1.687548414944890141e+01,1.051640093747882254e+01,0.000000000000000000e+00
2.804394531249999878e-02,-9.493939165254309387e+01,1.115341370248561503e+00,-3.239961034096759729e+00,-1.942489809883153100e+02,-4.803401834840841822e+00,1.050649355984917008e+02,1.296073593891067901e+02,2.000000206459256091e+01,-1.003804136105898692e+01,-7.371011206836109997e-01,1.292718412621066726e+01,1.590785461285455726e+00,-3.061895458027831918e+00,3.782498351768991185e+00,8.251149814145197325e+00,1.229705513891599766e+00,-9.642121663746937299e-02,1.698140207907610133e+01,1.061483089738624663e+01,0.000000000000000000e+00
2.804443359375000111e-02,-9.628469904700274640e+01,1.140411596252891790e+00,-3.265495271670640243e+00,-1.967536904559932793e+02,-4.840507573025784716e+00,1.063566779129442068e+02,1.314114827438041573e+02,2.033670421207850509e+01,-1.010236988441601014e+01,-7.127466321219859680e-01,1.300143015199676988e+01,1.594179556538594333e+00,-3.085053933478664856e+00,3.877811492280853312e+00,8.289525039734074952e+00,1.338551871862714959e+00,-9.847244702347834888e-02,1.708622853545172049e+01,1.071003213178812352e+01,0.000000000000000000e+00
2.804492187499999997e-02,-9.764062557860845004e+01,1.165893770276675179e+00,-3.290841034637368878e+00,-1.992720236771056364e+02,-4.877321252170706778e+00,1.076562978918338729e+02,1.332301155799683841e+02,2.067788793358397115e+01,-1.016626321184476822e+01,-6.875053989963598733e-01,1.307178459972941909e+01,1.597047561568679885e+00,-3.107361512860105535e+00,3.975142772792077395e+00,8.327084268225421582e+00,1.449415883227794577e+00,-1.005554616154218650e-01,1.718991986678098627e+01,1.080190699985145741e+01,0.000000000000000000e+00
2.804541015624999883e-02,-9.900707736620898913e+01,1.191790106121781045e+00,-3.315988591202309710e+00,-2.018036890083844810e+02,-4.913832690028868022e+00,1.089636879342246516e+02,1.350631332000526186e+02,2.102358558092772611e+01,-1.022971687070222480e+01,-6.613828972750597224e-01,1.313815792635986135e+01,1.599374393959541729e+00,-3.128783087640162108e+00,4.074521399058201432e+00,8.363809568897934810e+00,1.562288198129357708e+00,-1.026703584258117363e-01,1.729243210657624630e+01,1.089036045555998911e+01,0.000000000000000000e+00
2.804589843750000117e-02,-1.003839563641961661e+02,1.218102685770684035e+00,-3.340928208328099558e+00,-2.043483905325605861e+02,-4.950031802560679317e+00,1.102787375664655940e+02,1.369104036377666205e+02,2.137382911983689837e+01,-1.029272679688989811e+01,-6.343855797144878350e-01,1.320046340402233476e+01,1.601145115699704302e+00,-3.149283377258901062e+00,4.175976541433776390e+00,8.399683016613145981e+00,1.677157594991748990e+00,-1.048172214900146976e-01,1.739372098923565702e+01,1.097530021116263121e+01,0.000000000000000000e+00
2.804638671875000003e-02,-1.017711603503675093e+02,1.244833455238812059e+00,-3.365650159687135545e+00,-2.069058282202862245e+02,-4.985908610041396294e+00,1.116013334674283328e+02,1.387717875677923303e+02,2.172865011671930091e+01,-1.035528933240077798e+01,-6.065208746480995616e-01,1.325861724023070387e+01,1.602344953930018079e+00,-3.168826956713271414e+00,4.279537317067759972e+00,8.434686699141083821e+00,1.794010944344314629e+00,-1.069961204055873971e-01,1.749374196604006571e+01,1.105663689661731652e+01,0.000000000000000000e+00
2.804687499999999889e-02,-1.031685829159008705e+02,1.271984220454925651e+00,-3.390144733680403810e+00,-2.094756980934055832e+02,-5.021453243114052611e+00,1.129313594954721793e+02,1.406471382206916871e+02,2.208807972559253230e+01,-1.041740122215472830e+01,-5.777971829665752290e-01,1.331253869416540248e+01,1.602959321922966085e+00,-3.187378284804150752e+00,4.385232771646809802e+00,8.468802724699795448e+00,1.912833175061799729e+00,-1.092071098703332466e-01,1.759245022157311311e+01,1.113428421461547302e+01,0.000000000000000000e+00
2.804736328124999775e-02,-1.045761134572759801e+02,1.299556643171162706e+00,-3.414402241507363822e+00,-2.120576923889493628e+02,-5.056655948779471998e+00,1.142686967169265557e+02,1.425363013030406307e+02,2.245214867513253054e+01,-1.047905961011409559e+01,-5.482238732968289785e-01,1.336215018880035643e+01,1.602973840263358207e+00,-3.204901733014479337e+00,4.493091860677276728e+00,8.502013229703612396e+00,2.033607243131109410e+00,-1.114502292192323246e-01,1.768980069055122684e+01,1.120815909075893479e+01,0.000000000000000000e+00
2.804785156249999661e-02,-1.059936371703076503e+02,1.327552236910040762e+00,-3.438413025277050394e+00,-2.146514997238767535e+02,-5.091507096321777226e+00,1.156132234362002578e+02,1.444391149232689600e+02,2.282088725589144573e+01,-1.054026203469479128e+01,-5.178112753813971514e-01,1.340737741865508426e+01,1.602374358199608828e+00,-3.221361615004004086e+00,4.603143430322058194e+00,8.534300386722048160e+00,2.156314103076101940e+00,-1.137255019608762324e-01,1.778574807507944300e+01,1.127818181849929502e+01,0.000000000000000000e+00
2.804833984374999895e-02,-1.074210350462659136e+02,1.355972362952194699e+00,-3.462167466146707007e+00,-2.172568052602040325e+02,-5.125997183165571514e+00,1.169648152274402690e+02,1.463554095234108559e+02,2.319432530768351697e+01,-1.060100642347975608e+01,-4.865706716725081704e-01,1.344814945295291331e+01,1.601146975133505679e+00,-3.236722216683354247e+00,4.715416197794666253e+00,8.565646412643976859e+00,2.280932682153365754e+00,-1.160329353136225067e-01,1.788024686232321514e+01,1.134427619844306179e+01,0.000000000000000000e+00
2.804882812499999781e-02,-1.088581838700442574e+02,1.384818226368804472e+00,-3.485655992474557152e+00,-2.198732908701797157e+02,-5.160116840658795390e+00,1.183233449676526305e+02,1.482850078169637413e+02,2.357249220713634230e+01,-1.066129108723900387e+01,-4.545142871574209265e-01,1.348439883397694139e+01,1.599278062215726104e+00,-3.250947826849129640e+00,4.829938731313045075e+00,8.596033577044121188e+00,2.407439857420315743e+00,-1.183725197419454866e-01,1.797325134260186630e+01,1.140636967165137428e+01,0.000000000000000000e+00
2.804931640624999667e-02,-1.103049562205474530e+02,1.414090872106363417e+00,-3.508869087976298040e+00,-2.225006353015296554e+02,-5.193856839780348622e+00,1.196886828713974893e+02,1.502277247333157675e+02,2.395541685545843791e+01,-1.072111471327584198e+01,-4.216552774352130273e-01,1.351606167043498452e+01,1.596754284013363501e+00,-3.264002768347699313e+00,4.946739429632494911e+00,8.625444210750970342e+00,2.535810435793312223e+00,-1.207442284935095200e-01,1.806471562790657970e+01,1.146439344657617632e+01,0.000000000000000000e+00
2.804980468749999900e-02,-1.117612204731195362e+02,1.443791181124843392e+00,-3.531797299869077200e+00,-2.251385143421732380e+02,-5.227208096766020162e+00,1.210606965268333255e+02,1.521833673687296198e+02,2.434312766638323211e+01,-1.078047635810182392e+01,-3.880077150747023307e-01,1.354307772564206047e+01,1.593562620215144277e+00,-3.275851429737052900e+00,5.065846501150422121e+00,8.653860714606864235e+00,2.666017137174068186e+00,-1.231480171371173438e-01,1.815459367083624898e+01,1.151828261928271324e+01,0.000000000000000000e+00
2.805029296874999786e-02,-1.132268408041172023e+02,1.473919866595565287e+00,-3.554431246991585525e+00,-2.277866009843455117e+02,-5.260161678648853645e+00,1.224392509331622279e+02,1.541517349442363809e+02,2.473565255432311361e+01,-1.083937543946023752e+01,-3.535865742840945125e-01,1.356539050035744332e+01,1.589690387339327327e+00,-3.286458297417624408e+00,5.187287942598549861e+00,8.681265568418904621e+00,2.798030580737751460e+00,-1.255838231020954543e-01,1.824283928395223242e+01,1.156797628664570254e+01,0.000000000000000000e+00
2.805078124999999672e-02,-1.147016771977284577e+02,1.504477470165684672e+00,-3.576761627888595196e+00,-2.304445655880519723e+02,-5.292708808712769830e+00,1.238242085395156806e+02,1.561326187707936981e+02,2.513301892276829363e+01,-1.089781172771187201e+01,-3.184077139283519320e-01,1.358294731011403300e+01,1.585125260408280612e+00,-3.295787988203210617e+00,5.311091517339723289e+00,8.707641340095339189e+00,2.931819274475700787e+00,-1.280515652196991816e-01,1.832940615956233898e+01,1.161341765220619493e+01,0.000000000000000000e+00
2.805126953124999906e-02,-1.161855854548692548e+02,1.535464358290044906e+00,-3.598779228844011691e+00,-2.331120760433017267e+02,-5.324840871852711821e+00,1.252154292850711670e+02,1.581258022216650261e+02,2.553525365289168647e+01,-1.095578533659730525e+01,-2.824878589375947602e-01,1.359569935689457054e+01,1.579855294553815792e+00,-3.303805282291471634e+00,5.437284733264175607e+00,8.732970694959448110e+00,3.067349608043977494e+00,-1.305511432666297267e-01,1.841424788991659867e+01,1.165455412441025729e+01,0.000000000000000000e+00
