grid, T, mu, alpha, diff_C2H4, diff_H2, diff_H, diff_O2, diff_O, diff_H2O, diff_CO, diff_CO2, diff_OH, diff_HCO, diff_HO2, diff_H2O2, diff_C2H3, diff_C2H2, diff_CH4, diff_CH3, diff_CH2, diff_CH2O, diff_CH2CHO, diff_N2
2.815527343749999606e-02,1.720377697454504641e+03,5.975643094669116234e-05,8.679679889409679138e-05,3.947902462757300673e-04,1.478616631931867166e-03,2.460166895722143334e-03,4.082421483497811481e-04,6.329407441114104230e-04,5.479143050478032465e-04,4.068376849693900268e-04,3.275751917260274495e-04,6.210166188382952287e-04,3.572118409855651149e-04,4.097520448003825772e-04,4.069828587316032015e-04,3.705858750028231171e-04,3.744745330564562004e-04,4.497883763565054872e-04,4.519442038605825168e-04,4.621748432890129842e-04,3.543064337468079805e-04,2.987807089799074519e-04,4.150992649454004623e-04
2.815576171874999839e-02,1.722178052233623475e+03,5.979747492946188418e-05,8.686711398051856622e-05,3.954864969898174245e-04,1.481204338067755718e-03,2.464506344135963638e-03,4.089751024409141568e-04,6.340543453990318563e-04,5.489010432723664522e-04,4.075535016777171154e-04,3.281413686614516822e-04,6.221095595678386011e-04,3.578479686795994286e-04,4.104730846597060153e-04,4.076989289071785653e-04,3.712409734035066193e-04,3.751363206172244821e-04,4.505792784767781466e-04,4.527384480065675546e-04,4.629880843095926794e-04,3.549371130778808739e-04,2.993117202824189626e-04,4.158298944301589990e-04
2.815624999999999725e-02,1.723969850660846987e+03,5.983831493749531145e-05,8.693710104129529653e-05,3.961798928474832599e-04,1.483781462122221338e-03,2.468828237023519903e-03,4.097051085624788393e-04,6.351633986728886508e-04,5.498837474120350744e-04,4.082663865310364099e-04,3.287051129798464980e-04,6.231980376475965665e-04,3.584814844864452239e-04,4.111911636378065798e-04,4.084120581950459287e-04,3.718933815191291536e-04,3.757953805812775413e-04,4.513669430325034063e-04,4.535294355291205680e-04,4.637980007374767235e-04,3.555652019011426839e-04,2.998405463879182564e-04,4.165577776171596998e-04
2.815673828124999611e-02,1.725753107636208824e+03,5.987895150056536176e-05,8.700676059852340005e-05,3.968704323299354284e-04,1.486347998714002833e-03,2.473132564291346570e-03,4.104321644834275462e-04,6.362679014107464320e-04,5.508624150425358744e-04,4.089763379416102651e-04,3.292664238716946218e-04,6.242820505793874502e-04,3.591123870218782769e-04,4.119062801267499990e-04,4.091222450031307837e-04,3.725430979358679393e-04,3.764517114775717678e-04,4.521513683792955209e-04,4.543171648679967850e-04,4.646045908034147345e-04,3.561906988642541631e-04,3.003671861396975200e-04,4.172829129938788431e-04
2.815722656249999845e-02,1.727527838355250196e+03,5.991938515262503032e-05,8.707609318632416728e-05,3.975581140913877630e-04,1.488903943103696238e-03,2.477419316901164834e-03,4.111562681565583514e-04,6.373678513666266232e-04,5.518370439869240297e-04,4.096833544995278644e-04,3.298253006743654585e-04,6.253615961360086718e-04,3.597406750603869248e-04,4.126184326990807883e-04,4.098294879184616107e-04,3.731901214036354320e-04,3.771053120021049536e-04,4.529325530681400252e-04,4.551016346595077467e-04,4.654078529391673588e-04,3.568136027720376739e-04,3.008916385140706262e-04,4.180052992008583641e-04
2.815771484374999731e-02,1.729294058306290708e+03,5.995961643176399086e-05,8.714509935074345919e-05,3.982429369581149217e-04,1.491449291190209041e-03,2.481688486864244356e-03,4.118774177175663748e-04,6.384632465692745762e-04,5.528076323142521679e-04,4.103874349717138255e-04,3.303817428712573271e-04,6.264366723597711208e-04,3.603663475342952179e-04,4.133276201068182250e-04,4.105337857061784309e-04,3.738344508351821465e-04,3.777561810170126108e-04,4.537104958443339262e-04,4.558828437354098912e-04,4.662077857764098721e-04,3.574339125856010996e-04,3.014139026196371233e-04,4.187249350309168268e-04
2.815820312499999617e-02,1.731051783267799692e+03,5.999964588016171065e-05,8.721377964965087645e-05,3.989248999275244183e-04,1.493984039507346246e-03,2.485940067235988763e-03,4.125956114841367386e-04,6.395540853207193170e-04,5.537741783383019582e-04,4.110885783009794693e-04,3.309357500909621908e-04,6.275072775610633473e-04,3.609894035329158863e-04,4.140338412805002989e-04,4.112351373085899289e-04,3.744760853052083154e-04,3.784043175496939961e-04,4.544851956464012301e-04,4.566607911218001315e-04,4.670043881456626138e-04,3.580516274214807278e-04,3.019339776965650353e-04,4.194418194284000234e-04
2.815869140624999850e-02,1.732801029305638394e+03,6.003947404404411635e-05,8.728213465263896928e-05,3.996040021671806784e-04,1.496508185220124520e-03,2.490174052110067076e-03,4.133108479549678100e-04,6.406403661947032962e-04,5.547366806161975255e-04,4.117867836050263298e-04,3.314873221063773705e-04,6.285734103168381243e-04,3.616098423016361404e-04,4.147370953281537200e-04,4.119335418441494789e-04,3.751150240494304997e-04,3.790497207918820275e-04,4.552566516049888989e-04,4.574354760379526689e-04,4.677976590751582123e-04,3.586667465507578970e-04,3.024518631158362573e-04,4.201559514883666845e-04
2.815917968749999736e-02,1.734541812770290107e+03,6.007910147363281937e-05,8.735016494090459859e-05,4.002802430138144036e-04,1.499021726121100868e-03,2.494390436612568991e-03,4.140231258087634348e-04,6.417220880351048743e-04,5.556951379470269955e-04,4.124820501754097109e-04,3.320364588338136800e-04,6.296350694690489198e-04,3.622276632410043398e-04,4.154373815342522714e-04,4.126289986064198933e-04,3.757512664636318816e-04,3.796923900986948794e-04,4.560248630417136932e-04,4.582068978951464827e-04,4.685875977896868019e-04,3.592792693981366114e-04,3.029675583784701039e-04,4.208673304557656778e-04
2.815966796874999623e-02,1.736274150294187393e+03,6.011852872310590850e-05,8.741787110716051936e-05,4.009536219723500963e-04,1.501524660626751828e-03,2.498589216896223916e-03,4.147324439032785688e-04,6.427992499544041760e-04,5.566495493704752074e-04,4.131743774765460992e-04,3.325831603321133191e-04,6.306922541231671422e-04,3.628428659058296709e-04,4.161346993587125131e-04,4.133215070630747107e-04,3.763848121027383079e-04,3.803323249877127291e-04,4.567898294680664234e-04,4.589750562955102211e-04,4.693742037094730596e-04,3.598891955410511343e-04,3.034810631147810646e-04,4.215759557246413964e-04
2.816015624999999856e-02,1.737998058788913340e+03,6.015775635054797493e-05,8.748525375551563044e-05,4.016241387148800253e-04,1.504016987773631932e-03,2.502770390134345484e-03,4.154388012742823467e-04,6.438718513320503900e-04,5.575999141653933261e-04,4.138637651446607836e-04,3.331274268017337769e-04,6.317449636465820740e-04,3.634554500042469147e-04,4.168290484358131028e-04,4.140110668548408271e-04,3.770156606798358940e-04,3.809695251380069633e-04,4.575515505842289764e-04,4.597399510308122859e-04,4.701574764489978948e-04,3.604965247087346040e-04,3.039923770835762230e-04,4.222818268372889486e-04
2.816064453124999742e-02,1.739713555442389634e+03,6.019678491790247509e-05,8.755231350136866858e-05,4.022917930796359679e-04,1.506498707214536277e-03,2.506933954514632516e-03,4.161421971345253255e-04,6.449398918128086862e-04,5.585462318483307240e-04,4.145502129867214875e-04,3.336692585838077745e-04,6.327931976669806408e-04,3.640654153967429955e-04,4.175204285731090223e-04,4.146976777944070300e-04,3.776438120651815812e-04,3.816039903891421149e-04,4.583100262778915055e-04,4.605015820812416471e-04,4.709374158157828959e-04,3.611012567812602742e-04,3.045015001713584227e-04,4.229849434833953610e-04
2.816113281249999628e-02,1.741420657716160576e+03,6.023561499092977209e-05,8.761905097130126541e-05,4.029565850699639348e-04,1.508969819214680446e-03,2.511079909233188568e-03,4.168426308727056972e-04,6.460033713051596075e-04,5.594885021721483949e-04,4.152337209793911929e-04,3.342086561592376307e-04,6.338369560707742337e-04,3.646727620952289585e-04,4.182088397503758354e-04,4.153813398653808330e-04,3.782692662852322335e-04,3.822357207402118451e-04,4.590652566230927134e-04,4.612599496141987949e-04,4.717140218092261681e-04,3.617033917886179899e-04,3.050084323915365882e-04,4.236853054992121160e-04
2.816162109374999861e-02,1.743119383342554102e+03,6.027424713915829912e-05,8.768546680296666765e-05,4.036185148532605129e-04,1.511430324647747726e-03,2.515208254488146382e-03,4.175401020524059040e-04,6.470622899795832120e-04,5.604267251244848076e-04,4.159142892679259401e-04,3.347456201477241422e-04,6.348762390014448670e-04,3.652774902620600133e-04,4.188942821184937185e-04,4.160620532211828067e-04,3.788920235216272224e-04,3.828647163488221243e-04,4.598172418789917221e-04,4.620150539830451125e-04,4.724872946193590245e-04,3.623029299097249622e-04,3.055131738836035747e-04,4.243829128666702795e-04
2.816210937499999747e-02,1.744809750321827778e+03,6.031268193583566876e-05,8.775156164497958217e-05,4.042775827598952230e-04,1.513880224991846985e-03,2.519318991473231198e-03,4.182346104109922811e-04,6.481166482668617541e-04,5.613609009262386738e-04,4.165919181650763682e-04,3.352801513068098837e-04,6.359110468578611959e-04,3.658796002090212627e-04,4.195767559983007542e-04,4.167398181839177614e-04,3.795120841101538812e-04,3.834909775300487174e-04,4.605659824886412985e-04,4.627668957258294262e-04,4.732572346255956301e-04,3.628998714714428298e-04,3.060157249122893519e-04,4.250777657124864685e-04
2.816259765624999634e-02,1.746491776919411450e+03,6.035091995788586730e-05,8.781733615679975977e-05,4.049337892821490859e-04,1.516319522325541456e-03,2.523412122371509678e-03,4.189261558585477140e-04,6.491664468563773790e-04,5.622910300301077685e-04,4.172666081499815582e-04,3.358122505309230500e-04,6.369413802926271679e-04,3.664790923963578300e-04,4.202562618795069403e-04,4.174146352432847444e-04,3.801294485397322038e-04,3.841145047554341886e-04,4.613114790777770170e-04,4.635154755640367281e-04,4.740238423955094797e-04,3.634942169476055641e-04,3.065160858667502377e-04,4.257698643073003133e-04
2.816308593749999867e-02,1.748165481663027776e+03,6.038896178585933399e-05,8.788279100862484892e-05,4.055871350731045074e-04,1.518748219323731372e-03,2.527487650348727265e-03,4.196147384767575121e-04,6.502116866943576665e-04,5.632171131190029595e-04,4.179383598670438475e-04,3.363419188503787428e-04,6.379672402103562980e-04,3.670759674317601541e-04,4.209328004195192941e-04,4.180865050554154259e-04,3.807441174513647407e-04,3.847352986519194198e-04,4.620537324535453822e-04,4.642607944012900603e-04,4.747871186835417876e-04,3.640859669580051973e-04,3.070142572597110773e-04,4.264592090647583615e-04
2.816357421874999753e-02,1.749830883339798902e+03,6.042680800388722131e-05,8.794792688127149941e-05,4.062376209455189550e-04,1.521166319253444005e-03,2.531545579546676770e-03,4.203003585177566854e-04,6.512523689820794333e-04,5.641391511044861968e-04,4.186071741247575123e-04,3.368691574303857338e-04,6.389886277659366206e-04,3.676702260693104699e-04,4.216063724422669024e-04,4.187554284417166050e-04,3.813560916370487648e-04,3.853533600007678656e-04,4.627927436032278313e-04,4.650028533220252952e-04,4.755470644297013667e-04,3.646751222673545669e-04,3.075102397265868769e-04,4.271458005405808509e-04
2.816406249999999639e-02,1.751488000993447940e+03,6.046445919963266681e-05,8.801274446605939340e-05,4.068852478707320826e-04,1.523573825969724328e-03,2.535585915076608594e-03,4.209830164030193417e-04,6.522884951741257696e-04,5.650571451252214047e-04,4.192730518945913891e-04,3.373939675700447696e-04,6.400055443627970493e-04,3.682618692084824153e-04,4.222769789370496075e-04,4.194214063877258879e-04,3.819653720387393404e-04,3.859686897365150696e-04,4.635285136929788311e-04,4.657416535902047291e-04,4.763036807582957327e-04,3.652616837842931016e-04,3.080040340246407039e-04,4.278296394316673506e-04
2.816455078124999872e-02,1.753136853921380634e+03,6.050191596424472809e-05,8.807724446470557638e-05,4.075300169775096450e-04,1.525970743911363690e-03,2.539608663012405450e-03,4.216627127221951208e-04,6.533200669765582913e-04,5.659710965453207485e-04,4.199359943097961977e-04,3.379163507013405350e-04,6.410179916511386106e-04,3.688508978930643643e-04,4.229446210573432701e-04,4.200844400419231320e-04,3.825719597472388290e-04,3.865812889458594172e-04,4.642610440665193602e-04,4.664771966479677387e-04,4.770569689765922225e-04,3.658456525603188286e-04,3.084956410320817389e-04,4.285107265751375138e-04
2.816503906249999759e-02,1.754777461671754963e+03,6.053917889230746595e-05,8.814142758919507115e-05,4.081719295508783063e-04,1.528357078096498605e-03,2.543613830383610087e-03,4.223394482319176566e-04,6.543470863450465656e-04,5.668810069527568203e-04,4.205960026642159848e-04,3.384363083880849899e-04,6.420259715261060441e-04,3.694373133101014621e-04,4.236093001195706097e-04,4.207445307145049173e-04,3.831758560010900278e-04,3.871911588665475214e-04,4.649903362438018769e-04,4.672094841142631141e-04,4.778069305734671327e-04,3.664270297887349623e-04,3.089850617471752003e-04,4.291890629473805031e-04
2.816552734374999645e-02,1.756409844040643065e+03,6.057624858179671862e-05,8.820529456167129211e-05,4.088109870309860347e-04,1.530732834118412504e-03,2.547601425168641645e-03,4.230132238546469741e-04,6.553695554830723472e-04,5.677868781577258186e-04,4.212530784111009224e-04,3.389538423249106327e-04,6.430294861260204458e-04,3.700211167888290418e-04,4.242710176019053297e-04,4.214016798762246132e-04,3.837770621854864374e-04,3.877983008862793957e-04,4.657163919197189255e-04,4.679385177835208029e-04,4.785535672180904736e-04,3.670058168035966024e-04,3.094722972873553582e-04,4.298646496631101628e-04
2.816601562499999878e-02,1.758034021069076061e+03,6.061312563402697584e-05,8.826884611431546842e-05,4.094471910119128959e-04,1.533098018141035865e-03,2.551571456287735767e-03,4.236840406774523642e-04,6.563874768400337423e-04,5.686887121909660597e-04,4.219072231619055242e-04,3.394689543362064106e-04,6.440285378305302686e-04,3.706023097995850063e-04,4.249297751430420895e-04,4.220558891571406126e-04,3.843755798311352051e-04,3.884027165415634281e-04,4.664392129627393732e-04,4.686642996242582765e-04,4.792968807585416065e-04,3.675820150786331445e-04,3.099573488883055890e-04,4.305374879743864721e-04
2.816650390624999764e-02,1.759650013040078420e+03,6.064981065360752288e-05,8.833208298922747665e-05,4.100805432404676962e-04,1.535452636894485802e-03,2.555523933595689988e-03,4.243518999507885363e-04,6.574008531093041615e-04,5.695865113020816923e-04,4.225584386850267968e-04,3.399816463750428416e-04,6.450231292587207997e-04,3.711808939526959196e-04,4.255855745409176344e-04,4.227071603453751375e-04,3.849714106131037509e-04,3.890044075165597541e-04,4.671588014135385743e-04,4.693868317776678689e-04,4.800368732204147418e-04,3.681556262261346428e-04,3.104402179030233593e-04,4.312075792696149889e-04
2.816699218749999650e-02,1.761257840475793046e+03,6.068630424839007359e-05,8.839500593830668693e-05,4.107110456150046308e-04,1.537796697670640788e-03,2.559458867874889274e-03,4.250168030872923165e-04,6.584096872263926455e-04,5.704802779578476563e-04,4.232067269046157912e-04,3.404919205221322641e-04,6.460132632673046271e-04,3.717568709973880338e-04,4.262384177514926941e-04,4.233554953858887108e-04,3.855645563497017377e-04,3.896033756419503558e-04,4.678751594836655066e-04,4.701061165562607112e-04,4.807735468054621149e-04,3.687266519958835452e-04,3.109209058009168147e-04,4.318749250725844582e-04
2.816748046874999883e-02,1.762857524134492451e+03,6.072260702942311868e-05,8.845761572313532990e-05,4.113387001842003037e-04,1.540130208318568790e-03,2.563376270827986796e-03,4.256787516605245935e-04,6.594139823669670393e-04,5.713700148405220130e-04,4.238520898992954259e-04,3.409997789847255532e-04,6.469989429486854710e-04,3.723302428206628090e-04,4.268883068874616197e-04,4.240008963792092004e-04,3.861550190012984240e-04,3.901996228937515345e-04,4.685882895541355312e-04,4.708221564424129243e-04,4.815069038901604540e-04,3.692950942740317309e-04,3.113994141668447184e-04,4.325395270414502096e-04
2.816796874999999770e-02,1.764449085007579242e+03,6.075871961089990438e-05,8.851991311484626475e-05,4.119635091458087920e-04,1.542453177239872355e-03,2.567276155070393005e-03,4.263377474036985498e-04,6.604137419448789011e-04,5.722557248460521332e-04,4.244945299009038418e-04,3.415052240955234191e-04,6.479801716290399050e-04,3.729010114461458699e-04,4.275352442169503111e-04,4.246433655801425404e-04,3.867428006691493400e-04,3.907931513921239454e-04,4.692981941740142614e-04,4.715349540869299733e-04,4.822369470242760382e-04,3.698609550819623691e-04,3.118757447001688048e-04,4.332013869677027560e-04
2.816845703124999656e-02,1.766032544316678468e+03,6.079464261011231996e-05,8.858189889401871958e-05,4.125854748454518394e-04,1.544765613384171824e-03,2.571158534123165872e-03,4.269937922084360272e-04,6.614089696102331889e-04,5.731374110823902806e-04,4.251340492932287047e-04,3.420082583115864583e-04,6.489569528664230385e-04,3.734691790329688682e-04,4.281792321622531210e-04,4.252829053965087678e-04,3.873279035942267046e-04,3.913839634001992735e-04,4.700048760590508183e-04,4.722445123076383423e-04,4.829636789294596260e-04,3.704242365751824070e-04,3.123498992138043430e-04,4.338605067751716824e-04
2.816894531249999889e-02,1.767607923510616956e+03,6.083037664740091599e-05,8.864357385125511406e-05,4.132045997753664400e-04,1.547067526244372791e-03,2.575023422405363360e-03,4.276468881237571046e-04,6.623996692473936533e-04,5.740150768680067368e-04,4.257706506109749912e-04,3.425088842133890794e-04,6.499292904488143501e-04,3.740347478746111208e-04,4.288202732985070932e-04,4.259195183878426607e-04,3.879103301560200270e-04,3.919720613228837628e-04,4.707083380902244568e-04,4.729508340879082012e-04,4.836871024977864144e-04,3.709849410421704958e-04,3.128218796332481503e-04,4.345168885280180598e-04
2.816992187499999661e-02,1.770734524853889752e+03,6.090128028848472186e-05,8.876599447094650410e-05,4.144343363946854735e-04,1.551639816872878424e-03,2.582700780298199592e-03,4.289442408568551902e-04,6.643674986275149462e-04,5.757583591723108157e-04,4.270351082473187489e-04,3.435029201185223137e-04,6.518606484957106730e-04,3.751580976394669345e-04,4.300935244763285140e-04,4.271839731707930072e-04,3.890671628203089868e-04,3.931401236099270834e-04,4.721056130931973655e-04,4.743537791523824276e-04,4.851240352144304104e-04,3.720986271842813579e-04,3.137593251511728481e-04,4.358214466064510130e-04
2.817041015624999895e-02,1.772285817701762880e+03,6.093645169839185947e-05,8.882674266392167240e-05,4.150449645619006672e-04,1.553910256085755826e-03,2.586513348244836533e-03,4.295885135631918720e-04,6.653446544101920563e-04,5.766239985711373028e-04,4.276629814473740946e-04,3.439963453824087668e-04,6.528196944517348447e-04,3.757158937089486871e-04,4.307257516410464620e-04,4.278118319722808908e-04,3.896415845610672816e-04,3.937201038511810368e-04,4.727994448590856964e-04,4.750504215727073803e-04,4.858375634788559996e-04,3.726516239196908621e-04,3.142248029564064351e-04,4.364696367930069273e-04
2.817089843749999781e-02,1.773829118501390667e+03,6.097143665820287133e-05,8.888718328676555741e-05,4.156527634033586730e-04,1.556170215451447647e-03,2.590308492138762835e-03,4.302298471571420883e-04,6.663173000592921211e-04,5.774856329070064036e-04,4.282879482265552866e-04,3.444873738912793029e-04,6.537743142183930368e-04,3.762711015588412686e-04,4.313550438350511685e-04,4.284367757132888799e-04,3.902133408499545834e-04,3.942973810528259534e-04,4.734900699576877225e-04,4.757438411513045221e-04,4.865477966897921425e-04,3.732020541206789084e-04,3.146881155021269394e-04,4.371150984610367601e-04
2.817138671874999667e-02,1.775364449793519725e+03,6.100623580277708295e-05,8.894731717412671221e-05,4.162577361254753638e-04,1.558419707108983686e-03,2.594086230776771612e-03,4.308682444537049409e-04,6.672854406004267947e-04,5.783432665225150381e-04,4.289100118532954836e-04,3.449760088249981716e-04,6.547245127039088165e-04,3.768237241370208887e-04,4.319814043780243482e-04,4.290588076923850989e-04,3.907824347411043356e-04,3.948719583103953200e-04,4.741774920748064630e-04,4.764340416774539948e-04,4.872547385696241948e-04,3.737499207233917231e-04,3.151492652622083315e-04,4.377578343065149230e-04
2.817187499999999900e-02,1.776891834327995866e+03,6.104084976972176408e-05,8.900714516996554996e-05,4.168598860735428274e-04,1.560658743711730795e-03,2.597846583807351430e-03,4.315037084173140871e-04,6.682490812811376279e-04,5.791969039598820210e-04,4.295291757390036448e-04,3.454622534800170803e-04,6.556702950343789964e-04,3.773737645185838230e-04,4.326048367344049691e-04,4.296779313518205349e-04,3.913488694197826624e-04,3.954438388537177048e-04,4.748617150526901606e-04,4.771210270970020523e-04,4.879583930021942975e-04,3.742952267898992181e-04,3.156082548171326089e-04,4.383978471597170350e-04
2.817285156249999672e-02,1.779922849335684077e+03,6.110952464302347011e-05,8.912588677119239031e-05,4.180557292069174186e-04,1.565105495713076068e-03,2.605315201870640404e-03,4.327658465851535910e-04,6.701628812247955799e-04,5.808922059530041704e-04,4.307588160668776459e-04,3.464275831141755521e-04,6.575486289773028450e-04,3.784661092910810592e-04,4.338429288165497524e-04,4.309074655646377987e-04,3.924737721217437742e-04,3.965795209053691716e-04,4.762205768940421576e-04,4.784853662467162335e-04,4.893558530042203380e-04,3.753781678603272513e-04,3.165197621869248173e-04,4.396697147853562376e-04
2.817382812499999792e-02,1.782922414820967788e+03,6.117746782674477824e-05,8.924341737526940909e-05,4.192403484338182336e-04,1.569510679533746419e-03,2.612714680488936389e-03,4.340163155113963738e-04,6.720587879083147727e-04,5.825716161768477617e-04,4.319769261937366541e-04,3.473834136930534374e-04,6.594094022260012190e-04,3.795481869483268876e-04,4.350693778186967976e-04,4.321254357036306186e-04,3.935881017030704444e-04,3.977044807528683679e-04,4.775667189504365258e-04,4.798369231100384734e-04,4.907402413682506164e-04,3.764509280807155391e-04,3.174226804186931609e-04,4.409307506337990638e-04
2.817480468749999911e-02,1.785890719881346058e+03,6.124468451104564935e-05,8.935974401943378657e-05,4.204137754111560892e-04,1.573874414527856981e-03,2.620045206905011453e-03,4.352551441811980740e-04,6.739368511366582029e-04,5.842351779954793644e-04,4.331835384402432545e-04,3.483297756747687516e-04,6.612526634714962527e-04,3.806200265746691939e-04,4.362842165582558646e-04,4.333318743713063313e-04,3.946918882664379085e-04,3.988187489680563051e-04,4.789001774732150915e-04,4.811757347676833560e-04,4.921115948576349841e-04,3.775135363846768570e-04,3.183170339130922052e-04,4.421809816943579911e-04
2.817578124999999684e-02,1.788827956672107575e+03,6.131117992539253370e-05,8.947487386608232415e-05,4.215760438885128364e-04,1.578196827796762586e-03,2.627306981215430780e-03,4.364823638327449372e-04,6.757971240598442198e-04,5.858829377783209523e-04,4.343786872779320692e-04,3.492667012661637227e-04,6.630784646892944187e-04,3.816816591712059344e-04,4.374874800337201519e-04,4.345268163352746264e-04,3.957851638897653176e-04,3.999223581465185021e-04,4.802209910704502145e-04,4.825018406565955310e-04,4.934699526694304996e-04,3.785660236026324832e-04,3.192028486768060070e-04,4.434204368466073700e-04
2.817675781249999803e-02,1.791734320307893995e+03,6.137695933693205412e-05,8.958881419870046853e-05,4.227271896640566158e-04,1.582478054024249927e-03,2.634500216105921909e-03,4.376980079116166568e-04,6.776396631027096313e-04,5.875149448376300364e-04,4.355624092839367268e-04,3.501942243841018633e-04,6.648868610706539645e-04,3.827331176152295230e-04,4.386792053785812536e-04,4.357102984825459856e-04,3.968679625841930927e-04,4.010153428649049332e-04,4.815292006569784635e-04,4.838152825191681231e-04,4.948153563833022212e-04,3.796084224216367069e-04,3.200801522885217301e-04,4.446491468235480343e-04
2.817773437499999922e-02,1.794610008763817177e+03,6.144202804885223442e-05,8.970157241774597554e-05,4.238672505398925696e-04,1.586718235309565002e-03,2.641625136583152650e-03,4.389021120245095893e-04,6.794645278937547087e-04,5.891312513651230601e-04,4.367347430951617755e-04,3.511123806162981856e-04,6.666779109529423790e-04,3.837744366191637589e-04,4.398594318146609779e-04,4.368823597732504529e-04,3.979403202515524921e-04,4.020977396376791972e-04,4.828248494037953170e-04,4.851161043518697645e-04,4.961478499097877895e-04,3.806407673447265117e-04,3.209489738644828076e-04,4.458671441742004292e-04
2.817871093749999695e-02,1.797455222776390883e+03,6.150639139874426991e-05,8.981315603654795607e-05,4.249962662769625238e-04,1.590917520998884511e-03,2.648681979703702231e-03,4.400947138924482267e-04,6.812717811933074194e-04,5.907319123679572728e-04,4.378957293619906111e-04,3.520212071818422080e-04,6.684516757493243633e-04,3.848056526890866963e-04,4.410282006049807534e-04,4.380430411938956189e-04,3.990022746414072447e-04,4.031695868734142202e-04,4.841079826870060463e-04,4.864043523534261810e-04,4.974674794380157901e-04,3.816630946498271145e-04,3.218093440236958645e-04,4.470744632257736529e-04
2.817968749999999814e-02,1.800270165744246697e+03,6.157005475695212775e-05,8.992357267717083450e-05,4.261142785495116965e-04,1.595076067515022178e-03,2.655670994300224352e-03,4.412758533034923515e-04,6.830614888209421637e-04,5.923169856040896202e-04,4.390454107015627060e-04,3.529207428913571027e-04,6.702082198777314101e-04,3.858268040828869458e-04,4.421855550061770798e-04,4.391923857101661505e-04,4.000538653076986901e-04,4.042309248306346519e-04,4.853786480362340633e-04,4.876800748725585583e-04,4.987742933829293927e-04,3.826754423483230824e-04,3.226612948528133004e-04,4.482711400453803807e-04
2.818066406249999933e-02,1.803055043628621661e+03,6.163302352492241835e-05,9.003283006628416186e-05,4.272213308991094178e-04,1.599194038185537811e-03,2.662592440704624787e-03,4.424455720649330456e-04,6.848337195822205587e-04,5.938865315169009800e-04,4.401838316505673381e-04,3.538110281068427448e-04,6.719476106891174349e-04,3.868379307679868369e-04,4.433315402204585781e-04,4.403304382192790682e-04,4.010951335649814162e-04,4.052817955732169086e-04,4.866368950826050204e-04,4.889433223552577595e-04,5.000683423319915270e-04,3.836778501432070452e-04,3.235048598706831858e-04,4.494572124012770169e-04
2.818164062499999706e-02,1.805810064853867516e+03,6.169530313354759893e-05,9.014093603102654717e-05,4.283174686883668160e-04,1.603271603069732687e-03,2.669446590469393230e-03,4.436039139551092273e-04,6.865885451949125650e-04,5.954406131694257474e-04,4.413110386177601977e-04,3.546921047012803452e-04,6.736699183952591513e-04,3.878390743788230990e-04,4.444662033472461288e-04,4.414572455020131128e-04,4.021261224443676793e-04,4.063222429254568537e-04,4.878827755063645582e-04,4.901941472917845663e-04,5.013496789915047316e-04,3.846703593869481405e-04,3.243400739926593319e-04,4.506327197237886147e-04
2.818261718749999825e-02,1.808535440207961301e+03,6.175689904151114215e-05,9.024789849487589071e-05,4.294027390543110286e-04,1.607308938784350388e-03,2.676233726086634044e-03,4.447509246748594636e-04,6.883260402146913412e-04,5.969792961780453914e-04,4.424270798361086012e-04,3.555640160180093467e-04,6.753752159959838797e-04,3.888302781739951799e-04,4.455895933344812434e-04,4.425728561744077553e-04,4.031468766491788733e-04,4.073523124268078259e-04,4.891163429841397306e-04,4.914326041633123492e-04,5.026183581325714819e-04,3.856530130391006310e-04,3.251669734946718610e-04,4.517977030658675529e-04
2.818359374999999944e-02,1.811231382743003451e+03,6.181781673362746004e-05,9.035372547351316625e-05,4.304771908614828330e-04,1.611306228328209271e-03,2.682954140705164948e-03,4.458866517985792411e-04,6.900462819603589643e-04,5.985026486457311994e-04,4.435320053146646238e-04,3.564268068298856906e-04,6.770635792059654084e-04,3.898115869931833340e-04,4.467017609296150310e-04,4.436773206391420965e-04,4.041574425103319117e-04,4.083720512863067979e-04,4.903376531358928951e-04,4.926587493883180947e-04,5.038744365366829622e-04,3.866258556236159909e-04,3.259855959770670579e-04,4.529522050633026111e-04
2.818457031249999717e-02,1.813898107675948495e+03,6.187806171918493127e-05,9.045842507070311694e-05,4.315408746548106064e-04,1.615263660906078808e-03,2.689608137846175896e-03,4.470111447250609080e-04,6.917493504387228201e-04,6.000107410949954805e-04,4.446258667901949917e-04,3.572805232983077028e-04,6.787350863811509021e-04,3.907830472138707411e-04,4.478027586304005980e-04,4.447706910367196396e-04,4.051578679415253023e-04,4.093815083367857537e-04,4.915467634716365374e-04,4.938726412687588149e-04,5.051179729410724571e-04,3.875889331860119880e-04,3.267959803283126724e-04,4.540962698946961348e-04
2.818554687499999836e-02,1.816535832289551536e+03,6.193763953029177464e-05,9.056200547418370597e-05,4.325938426123086453e-04,1.619181431751850987e-03,2.696196031117620295e-03,4.481244546280673913e-04,6.934353282691834873e-04,6.015036464005057981e-04,4.457087176786527351e-04,3.581252129321243430e-04,6.803898184449062424e-04,3.917447067078828828e-04,4.488926406354819439e-04,4.458530211964581783e-04,4.061482023942737597e-04,4.103807339888752240e-04,4.927437333379725091e-04,4.950743399360951931e-04,5.063490279838478913e-04,3.885422932503483423e-04,3.275981666885358751e-04,4.552299432411803948e-04
