grid, T, mu, alpha, diff_C2H4, diff_H2, diff_H, diff_O2, diff_O, diff_H2O, diff_CO, diff_CO2, diff_OH, diff_HCO, diff_HO2, diff_H2O2, diff_C2H3, diff_C2H2, diff_CH4, diff_CH3, diff_CH2, diff_CH2O, diff_CH2CHO, diff_N2
2.801855468750000244e-02,9.355388886563328015e+02,4.021049896537160710e-05,5.622146975713911479e-05,1.405672332368665856e-04,5.336944299892344614e-04,8.811128830877051508e-04,1.442754964537256736e-04,2.270880934491185249e-04,1.892271800067159770e-04,1.457045045446680347e-04,1.171393446871105913e-04,2.227650038076920216e-04,1.250639982778179587e-04,1.466412433506343019e-04,1.456479172135624763e-04,1.314012997608173081e-04,1.327349982890698105e-04,1.609356446969685160e-04,1.616883413016137624e-04,1.653932574871873676e-04,1.240606724052555543e-04,1.048906867889036276e-04,1.518536269710904941e-04
2.801904296875000130e-02,9.387012759207499357e+02,4.029930676989015880e-05,5.634515120546487331e-05,1.413785918094268501e-04,5.367141059477862275e-04,8.861548767844205660e-04,1.451065645816872716e-04,2.283819158563539660e-04,1.903627312481097713e-04,1.465369790703452586e-04,1.178164997941561057e-04,2.240343668860090849e-04,1.258026931260266526e-04,1.474797985211134376e-04,1.464808890184423522e-04,1.321638055134453081e-04,1.335054378366990423e-04,1.618580479143891390e-04,1.626151244612328653e-04,1.663408554498327797e-04,1.247935321102889054e-04,1.055078445808146052e-04,1.527048368693002648e-04
2.801953125000000017e-02,9.418679199834343763e+02,4.038811704390105387e-05,5.646891703699894518e-05,1.421928924240866386e-04,5.397446739835170962e-04,8.912150519657583000e-04,1.459407168693674177e-04,2.296804282989251987e-04,1.915025179412426805e-04,1.473724765478966821e-04,1.184960979479479821e-04,2.253083329392000997e-04,1.265441039247094414e-04,1.483213987528285047e-04,1.473168861503041879e-04,1.329290877717716765e-04,1.342786849673307842e-04,1.627837910666114166e-04,1.635452646941691645e-04,1.672918805608654836e-04,1.255290858516735998e-04,1.061272672706167666e-04,1.535589849797045793e-04
2.802001953125000250e-02,9.450387478443880127e+02,4.047692790178437688e-05,5.659276869414431050e-05,1.430101217950530753e-04,5.427860848097887120e-04,8.962933259478435234e-04,1.467779405651495090e-04,2.309836098625548328e-04,1.926465214467607283e-04,1.482109835131127130e-04,1.191781277608914419e-04,2.265868814639135538e-04,1.272882184861525150e-04,1.491660305151172356e-04,1.481558951602447239e-04,1.336971340702453070e-04,1.350547271091041119e-04,1.637128590805958257e-04,1.644787469162645351e-04,1.682463173424897580e-04,1.262673215178331931e-04,1.067489447091484356e-04,1.544160562885166471e-04
2.802050781250000136e-02,9.482136860641610383e+02,4.056573745524173161e-05,5.671670771404023416e-05,1.438302663592854413e-04,5.458382881084520135e-04,9.013896143335330992e-04,1.476182226306657695e-04,2.322914391907649487e-04,1.937947227280882676e-04,1.490524862162605538e-04,1.198625776111327099e-04,2.278699915228891125e-04,1.280350243669320864e-04,1.500136799906744741e-04,1.489979023141962575e-04,1.344679316818226593e-04,1.358335514258598607e-04,1.646452365672980791e-04,1.654155557263009156e-04,1.692041499934036040e-04,1.270082267432877886e-04,1.073728665341408572e-04,1.552760355026988799e-04
2.802099609375000022e-02,9.513926607679853760e+02,4.065454381340173390e-05,5.684073573008902578e-05,1.446533122761738989e-04,5.489012325286123269e-04,9.065038310105825222e-04,1.484615497402797337e-04,2.336038944842973471e-04,1.949471023509961160e-04,1.498969706217030771e-04,1.205494356422996194e-04,2.291576417443896591e-04,1.287845088676411727e-04,1.508643330751673387e-04,1.498428935925424292e-04,1.352414676176586265e-04,1.366151448168202980e-04,1.655809078212762658e-04,1.663556754055864687e-04,1.701653623884097344e-04,1.277517889083849118e-04,1.079990221699844970e-04,1.561389070500133612e-04
2.802148437500000255e-02,9.545755976498953714e+02,4.074334508292494885e-05,5.696485447348350440e-05,1.454792454272390049e-04,5.519748656854736070e-04,9.116358881499323375e-04,1.493079082805947775e-04,2.349209535005731826e-04,1.961036404831908325e-04,1.507444224075398193e-04,1.212386897632579923e-04,2.304498103216584895e-04,1.295366590326275707e-04,1.517179753768680838e-04,1.506908546897527644e-04,1.360177286268122012e-04,1.373994939162857365e-04,1.665198568203333075e-04,1.672990899175629638e-04,1.711299380780553195e-04,1.284979951390435567e-04,1.086274008275055339e-04,1.570046550791043272e-04
2.802197265625000142e-02,9.577624219770394802e+02,4.083213936811002747e-05,5.708906577473740404e-05,1.463080514158918578e-04,5.550591341594090589e-04,9.167856962043806433e-04,1.501572843500205185e-04,2.362425935532466248e-04,1.972643168940169686e-04,1.515948269653122945e-04,1.219303276479245861e-04,2.317464750124833270e-04,1.302914616497955294e-04,1.525745922163582213e-04,1.515417710140890451e-04,1.367967011960187658e-04,1.381865850933970393e-04,1.674620672252262845e-04,1.682457829074886484e-04,1.720978602883438879e-04,1.292468323065658602e-04,1.092579915037968861e-04,1.578732634596453465e-04
2.802246093750000028e-02,9.609530585943888354e+02,4.092092477101368721e-05,5.721337156522520508e-05,1.471397155673293640e-04,5.581539834955398169e-04,9.219531639081020302e-04,1.510096637584778590e-04,2.375687915119716737e-04,1.984291109543202152e-04,1.524481693998465956e-04,1.226243367351860644e-04,2.330476131389603732e-04,1.310489032505219946e-04,1.534341686263648874e-04,1.523956276874370954e-04,1.375783715495755468e-04,1.389764044520179302e-04,1.684075223795347860e-04,1.691957377022693294e-04,1.730691119205975787e-04,1.299982870275529141e-04,1.098907829821414505e-04,1.587447157826357149e-04
2.802294921875000261e-02,9.641474319294345605e+02,4.100969939156554246e-05,5.733777387871497250e-05,1.479742229284398579e-04,5.612593582033659906e-04,9.271381982762236587e-04,1.518650320271163075e-04,2.388995238021929626e-04,1.995980016363393342e-04,1.533044345291080838e-04,1.233207042288344863e-04,2.343532015872863575e-04,1.318089701095940245e-04,1.542966893516063980e-04,1.532524095451619326e-04,1.383627256492507042e-04,1.397689378306310730e-04,1.693562053095281229e-04,1.701489373103027354e-04,1.740436755513441133e-04,1.307523456638487924e-04,1.105257638319536231e-04,1.596189953607083138e-04
2.802343750000000147e-02,9.673454659970786906e+02,4.109846132768905415e-05,5.746227485291148729e-05,1.488115582677887634e-04,5.643752017566658341e-04,9.323407046049271736e-04,1.527233743881114766e-04,2.402347664050550648e-04,2.007709675137161608e-04,1.541636068841354421e-04,1.240194170975639589e-04,2.356632168076647812e-04,1.325716482452045603e-04,1.551621388487270338e-04,1.541121011360337427e-04,1.391497491942575546e-04,1.405641708023089331e-04,1.703080987241403364e-04,1.711053644214151456e-04,1.750215334322853262e-04,1.315089943225446721e-04,1.111629224087724551e-04,1.604960852285317139e-04
2.802392578125000033e-02,9.705470844049234529e+02,4.118720867543091568e-05,5.758687673099614556e-05,1.496517060757262554e-04,5.675014565938921304e-04,9.375605864722633739e-04,1.535846757845836324e-04,2.415744948575101277e-04,2.019479867616650367e-04,1.550256707091055919e-04,1.247204620750755344e-04,2.369776348144107326e-04,1.333369234190748601e-04,1.560305012863493260e-04,1.549746867222868345e-04,1.399394276213469996e-04,1.413620886748013811e-04,1.712631850150748785e-04,1.720650014069357659e-04,1.760026674904149912e-04,1.322682188560995314e-04,1.118022468543572386e-04,1.613759681433367724e-04
2.802441406250000266e-02,9.737522103585500872e+02,4.127593952909123175e-05,5.771158186316983923e-05,1.504946505645211310e-04,5.706380641186511917e-04,9.427977457391882761e-04,1.544489208705523476e-04,2.429186842524781991e-04,2.031290371571836065e-04,1.558906099614210529e-04,1.254238256601994124e-04,2.382964311860960344e-04,1.341047811365873410e-04,1.569017605451580551e-04,1.558401502797030955e-04,1.407317461049270590e-04,1.421626764906471494e-04,1.722214462569413289e-04,1.730278303198008933e-04,1.769870593281724794e-04,1.330300048624811235e-04,1.124437250967918480e-04,1.622586265854821799e-04
2.802490234375000153e-02,9.769607666669910486e+02,4.136465198135378524e-05,5.783639270818536059e-05,1.513403756685669714e-04,5.737849647004484655e-04,9.480520825510191981e-04,1.553160940109527379e-04,2.442673092391023132e-04,2.043140960793746088e-04,1.567584083118741178e-04,1.261294941170837815e-04,2.396195810658028930e-04,1.348752066469967542e-04,1.577759002180578935e-04,1.567084754977659492e-04,1.415266895572456403e-04,1.429659190273552727e-04,1.731828642074793108e-04,1.739938328947411041e-04,1.779746902236662679e-04,1.337943376853785882e-04,1.130873448506538209e-04,1.631440427590946543e-04
2.802539062500000039e-02,9.801726757486013639e+02,4.145334412343070363e-05,5.796131183490016279e-05,1.521888650447229059e-04,5.769420976759389447e-04,9.533234953397326170e-04,1.561861792818018322e-04,2.456203440232385495e-04,2.055031405099386730e-04,1.576290491449498603e-04,1.268374534754893696e-04,2.409470591615956077e-04,1.356481849437524102e-04,1.586529036104679835e-04,1.575796457799611393e-04,1.423242426287024361e-04,1.437718007977110502e-04,1.741474203079252216e-04,1.749629905486208524e-04,1.789655411310705677e-04,1.345612024145273337e-04,1.137330936172796086e-04,1.640321985928575087e-04
2.802587890625000272e-02,9.833878596369172556e+02,4.154201404520120307e-05,5.808634192380422430e-05,1.530401020726741639e-04,5.801094013502788426e-04,9.586118808264133817e-04,1.570591604703739698e-04,2.469777623679653101e-04,2.066961470337144962e-04,1.585025155591473838e-04,1.275476895311099344e-04,2.422788397470191681e-04,1.364237007648476168e-04,1.595327537406364372e-04,1.584536442440863781e-04,1.431243897081793085e-04,1.445803060501043961e-04,1.751150956834205709e-04,1.759352843808033317e-04,1.799595926810394623e-04,1.353305838860616726e-04,1.143809586850477690e-04,1.649230757408204958e-04
2.802636718750000158e-02,9.866062399867074646e+02,4.163065983535661389e-05,5.821148576855498781e-05,1.538940698553725858e-04,5.832868129987397532e-04,9.639171340241579899e-04,1.579350210754675141e-04,2.483395375942255737e-04,2.078930918393227779e-04,1.593787903673884575e-04,1.282601878459522756e-04,2.436148966617209899e-04,1.372017385932380732e-04,1.604154333400426838e-04,1.593304537226536129e-04,1.439271149234443159e-04,1.453914187689325939e-04,1.760858711434900052e-04,1.769106951736010964e-04,1.809568251812096245e-04,1.361024666829369295e-04,1.150309271297222664e-04,1.658166555833021083e-04
2.802685546875000044e-02,9.898277380804208860e+02,4.171927958155465584e-05,5.833674627751342400e-05,1.547507512196085670e-04,5.864742688688575397e-04,9.692391482418570440e-04,1.588137443078018872e-04,2.497056425816831984e-04,2.090939507199917854e-04,1.602578560975576386e-04,1.289749337488337217e-04,2.449552033122943430e-04,1.379822826573825882e-04,1.613009248539261809e-04,1.602100567634212331e-04,1.447324021416844639e-04,1.462051226751296307e-04,1.770597271826919916e-04,1.778892033928847595e-04,1.819572186168700288e-04,1.368768351354673679e-04,1.156829858148961945e-04,1.667129192279282444e-04
2.802734375000000278e-02,9.930522748346198796e+02,4.180787137057039292e-05,5.846212647526896866e-05,1.556101287166148500e-04,5.896717041826526721e-04,9.745778150881004385e-04,1.596953130904443937e-04,2.510760497696178767e-04,2.102986990744374013e-04,1.611396949930712073e-04,1.296919123358973699e-04,2.462997326731375543e-04,1.387653169318076246e-04,1.621892104418525308e-04,1.610924356299550100e-04,1.455402349700570756e-04,1.470214012267182456e-04,1.780366439812807507e-04,1.788707891887159778e-04,1.829607526516509341e-04,1.376536733218977810e-04,1.163371213924550829e-04,1.676118475107083328e-04
2.802783203125000164e-02,9.962797708066009363e+02,4.189643328845352399e-05,5.858762950415754124e-05,1.564721846227388384e-04,5.928790531391601049e-04,9.799330244756104466e-04,1.605797100593157835e-04,2.524507311579432013e-04,2.115073119078285239e-04,1.620242890135318084e-04,1.304111084711979615e-04,2.476484572874666258e-04,1.395508251377422894e-04,1.630802719783501780e-04,1.619775723022688326e-04,1.463505967563193068e-04,1.478402376194390660e-04,1.790166014059742781e-04,1.798554323960735142e-04,1.839674066283132376e-04,1.384329650690324382e-04,1.169933203031001470e-04,1.685134209971903062e-04
2.802832031250000050e-02,9.995101462014096114e+02,4.198496342069154842e-05,5.871325862578527586e-05,1.573369009402581333e-04,5.960962489174714395e-04,9.853046646264866561e-04,1.614669175638357320e-04,2.538296583084497025e-04,2.127197638329633722e-04,1.629116198355143080e-04,1.311325067873973977e-04,2.490013492685165574e-04,1.403387907438761908e-04,1.639740910536995186e-04,1.628654484776087487e-04,1.471634705895821273e-04,1.486616147875065123e-04,1.799995790108672154e-04,1.808431125357301409e-04,1.849771595696906191e-04,1.392146939530012359e-04,1.176515687769749430e-04,1.694176199837643540e-04
2.802880859375000283e-02,1.002743320878834311e+03,4.207345985237412436e-05,5.884226765777947506e-05,1.582042593982204109e-04,5.993232236798630647e-04,9.906926220776322931e-04,1.623569176675972137e-04,2.552128023460819846e-04,2.139360290714841450e-04,1.638016688533861008e-04,1.318560916864867103e-04,2.503583803007964465e-04,1.411291969671491983e-04,1.648706489747321202e-04,1.637560455712547866e-04,1.479788393010937923e-04,1.494855154043907253e-04,1.809855560383794189e-04,1.818338088151644260e-04,1.859899901796680064e-04,1.399988433000417870e-04,1.183118528343115661e-04,1.703244244989972778e-04
2.802929687500000169e-02,1.005979213064224837e+03,4.216192063191921485e-05,5.897190001221146763e-05,1.590742411065759906e-04,6.025599072862745540e-04,9.960967795322025944e-04,1.632496917971707861e-04,2.566001334090928579e-04,2.151560809726147197e-04,1.646944168255456834e-04,1.325818470511070681e-04,2.517195211006926733e-04,1.419220264578344322e-04,1.657699264085665228e-04,1.646493443626679133e-04,1.487966851396906715e-04,1.503119215549764587e-04,1.819745110266346672e-04,1.828274997341359522e-04,1.870058764397845060e-04,1.407853958741553304e-04,1.189741580225437025e-04,1.712338139338988958e-04
2.802978515625000056e-02,1.009217740001192396e+03,4.225034378958103547e-05,5.910154790354581162e-05,1.599468267264713014e-04,6.058062279273326812e-04,1.001517016917950710e-03,1.641452209146869153e-04,2.579916209196894206e-04,2.163798922500242408e-04,1.655898440485382593e-04,1.333097563867232142e-04,2.530847416819715810e-04,1.427172614545703648e-04,1.666719035579312925e-04,1.655453251696361054e-04,1.496169899315714881e-04,1.511408148969460032e-04,1.829664220027778655e-04,1.838241632788192783e-04,1.880247958078603253e-04,1.415743340308819442e-04,1.196384695457186674e-04,1.721457672247938544e-04
2.803027343750000289e-02,1.012458818616976373e+03,4.233872735617581838e-05,5.923120887995395159e-05,1.608219966462016948e-04,6.090621127783767564e-04,1.006953212480563411e-03,1.650434856962145283e-04,2.593872338636766628e-04,2.176074352266663440e-04,1.664879305369593296e-04,1.340398029685141846e-04,2.544540116300888599e-04,1.435148839445763303e-04,1.675765603423236575e-04,1.664439680282084875e-04,1.504397352453831728e-04,1.519721768275300502e-04,1.839612666826938412e-04,1.848237771223912610e-04,1.890467254232139902e-04,1.423656398762196201e-04,1.203047723982336758e-04,1.730602630421343793e-04
2.803076171875000175e-02,1.015702365535056288e+03,4.242706936339244968e-05,5.936088048597418416e-05,1.616997309837140545e-04,6.123274880088002206e-04,1.012405242799476997e-03,1.659444665341207792e-04,2.607869407943852057e-04,2.188386818383100229e-04,1.673886560259790139e-04,1.347719698434862018e-04,2.558273001060396576e-04,1.443148756659561830e-04,1.684838764005302516e-04,1.673452526952129578e-04,1.512649023945655596e-04,1.528059884858721737e-04,1.849590224738529676e-04,1.858263186278351006e-04,1.900716421095837555e-04,1.431592952689160502e-04,1.209730513667494316e-04,1.739772797936117732e-04
2.803125000000000061e-02,1.018948297083758803e+03,4.251536784398725322e-05,5.949056026262388651e-05,1.625800095880862981e-04,6.156022787875763905e-04,1.017872982797259117e-03,1.668481435384062983e-04,2.621907098349744725e-04,2.200736036356508961e-04,1.682919999728179749e-04,1.355062398317297254e-04,2.572045758486152375e-04,1.451172181090615732e-04,1.693938310920956925e-04,1.682491586497122178e-04,1.520924724387301115e-04,1.536422307544137633e-04,1.859596664769847657e-04,1.868317648495813074e-04,1.910995223768469054e-04,1.439552818218279727e-04,1.216432910313201241e-04,1.748967956261800519e-04
2.803173828124999947e-02,1.022196529304811975e+03,4.260362083197360392e-05,5.962024574751116884e-05,1.634628120410250133e-04,6.188864092888628080e-04,1.023356305749150178e-03,1.677544965380491418e-04,2.635985086807593860e-04,2.213121717864496602e-04,1.691979415582422889e-04,1.362425955276971032e-04,2.585858071766853326e-04,1.459218925178853369e-04,1.703064034988078851e-04,1.691556650944935200e-04,1.529224261850630135e-04,1.544808842603043815e-04,1.869631754877805626e-04,1.878400925351681578e-04,1.921303424227723119e-04,1.447535809033121757e-04,1.223154757665440105e-04,1.758187884280915613e-04
2.803222656249999833e-02,1.025446977962188612e+03,4.269182636282353521e-05,5.974993447494963722e-05,1.643481176584849575e-04,6.221798026980618216e-04,1.028855083293338767e-03,1.686635050824817467e-04,2.650103046017462092e-04,2.225543570778403023e-04,1.701064596881864696e-04,1.369810193015768521e-04,2.599709619916732166e-04,1.467288798915571525e-04,1.712215724263062722e-04,1.700647509576741002e-04,1.537547441898335146e-04,1.553219293769213813e-04,1.879695259987277441e-04,1.888512781270405209e-04,1.931640781349054019e-04,1.455541736387099059e-04,1.229895897428000566e-04,1.767432358310672786e-04
2.803271484375000067e-02,1.028699558551122664e+03,4.277998247366423710e-05,5.987962397608111848e-05,1.652359054923689511e-04,6.254823812181838777e-04,1.034369185441760949e-03,1.695751484431496877e-04,2.664260644452775108e-04,2.238001299187532646e-04,1.710175329954577255e-04,1.377214933007416366e-04,2.613600077801536692e-04,1.475381609859128423e-04,1.721393164057827860e-04,1.709763948943911508e-04,1.545894067599870548e-04,1.561653462254693485e-04,1.889786942010434571e-04,1.898652977644434722e-04,1.942007050925542526e-04,1.463570409119210219e-04,1.236656169275519748e-04,1.776701152125498664e-04
2.803320312499999953e-02,1.031954186307178816e+03,4.286808720348155418e-05,6.000931177899914402e-05,1.661261543322870233e-04,6.287940660764358919e-04,1.039898480591244789e-03,1.704894056151284669e-04,2.678457546387986695e-04,2.250494603424176747e-04,1.719311398415046728e-04,1.384639994512409987e-04,2.627529116165555124e-04,1.483497163151217325e-04,1.730596136957324269e-04,1.718905752885586350e-04,1.554263939547895928e-04,1.570111146766351091e-04,1.899906559866747452e-04,1.908821272853824223e-04,1.952401985688438841e-04,1.471621633670131392e-04,1.243435410866907374e-04,1.785994036980188501e-04
2.803369140624999839e-02,1.035210776215716805e+03,4.295613859332805752e-05,6.013899540888175787e-05,1.670188427074601346e-04,6.321147775313434814e-04,1.045442835535566025e-03,1.714062553188962386e-04,2.692693411928211069e-04,2.263023180090807955e-04,1.728472583183328500e-04,1.392085194594205324e-04,2.641496401660720973e-04,1.491635261534457718e-04,1.739824422838600509e-04,1.728072702547631492e-04,1.562656855876064569e-04,1.578592143523818399e-04,1.910053869504556778e-04,1.919017422287481805e-04,1.962825335329364609e-04,1.479695214099847878e-04,1.250233457859922727e-04,1.795310781634600788e-04
2.803417968750000072e-02,1.038469243021311513e+03,4.304413468652942262e-05,6.026867238812397227e-05,1.679139488886521718e-04,6.354444348799969050e-04,1.051002115477705189e-03,1.723256760021339370e-04,2.706967897039684622e-04,2.275586722087526560e-04,1.737658662504484213e-04,1.399550348135624443e-04,2.655501596876403661e-04,1.499795705370212816e-04,1.749077798890169707e-04,1.737264576401987637e-04,1.571072612277130435e-04,1.587096246277660291e-04,1.920228623923196914e-04,1.929241178364750862e-04,1.973276846522907155e-04,1.487790952105349108e-04,1.257050143925953953e-04,1.804651152378630491e-04
2.803466796874999958e-02,1.041729501237328350e+03,4.313207352889387688e-05,6.039834023647245269e-05,1.688114508901901955e-04,6.387829564656131564e-04,1.056576184042599129e-03,1.732476458416133333e-04,2.721280653581378546e-04,2.288184918640783199e-04,1.746869411968977230e-04,1.407035267856008155e-04,2.669544360370395566e-04,1.507978292657238383e-04,1.758356039632226139e-04,1.746481150266876502e-04,1.579511002021818987e-04,1.595623246328442351e-04,1.930430573195798566e-04,1.939492290558026007e-04,1.983756262950206028e-04,1.495908647039193983e-04,1.263885300765425388e-04,1.814014913058096005e-04
2.803515624999999845e-02,1.044991465155862670e+03,4.321995316892878933e-05,6.052799647117053665e-05,1.697113264721218130e-04,6.421302596856177155e-04,1.062164903290797185e-03,1.741721427452338990e-04,2.735631329338900205e-04,2.300817455334126555e-04,1.756104604534482183e-04,1.414539764329538765e-04,2.683624346702086975e-04,1.516182819051597899e-04,1.767658916938352309e-04,1.755722197328405711e-04,1.587971815979056221e-04,1.604172932547018185e-04,1.940659464493974982e-04,1.949770505416871958e-04,1.994263325324141186e-04,1.504048095929371017e-04,1.270738758124320526e-04,1.823401825102080565e-04
2.803564453125000078e-02,1.048255048857619386e+03,4.330777165805461086e-05,6.065763860710420122e-05,1.706135531424013093e-04,6.454862609998471886e-04,1.067768133732278912e-03,1.750991443540876689e-04,2.750019568058894876e-04,2.313484014139250301e-04,1.765364010547956341e-04,1.422063646003798084e-04,2.697741206466307295e-04,1.524409077886790503e-04,1.776986200057476483e-04,1.764987488162545034e-04,1.596454842636407508e-04,1.612745091395179412e-04,1.950915042112668068e-04,1.960075566592601863e-04,2.004797771414925051e-04,1.512209093499315422e-04,1.277610343810852713e-04,1.832811647550561512e-04
2.803613281249999964e-02,1.051520166221937188e+03,4.339552705082013573e-05,6.078726415694878267e-05,1.715181081591584755e-04,6.488508759390328650e-04,1.073385734340762511e-03,1.760286280446074795e-04,2.764445009484700275e-04,2.326184273448324822e-04,1.774647397768575367e-04,1.429606719219022866e-04,2.711894586328058004e-04,1.532656860194718919e-04,1.786337655636696501e-04,1.774276790757856959e-04,1.604959868121336088e-04,1.621339506947055910e-04,1.961197047496009323e-04,1.970407214863655217e-04,2.015359336076570044e-04,1.520391432188813335e-04,1.284499883712818345e-04,1.842244137082864634e-04
2.803662109374999850e-02,1.054786730937162929e+03,4.348321740512566430e-05,6.091687063132399707e-05,1.724249685331074352e-04,6.522240191138459989e-04,1.079017562568938089e-03,1.769605709308649084e-04,2.778907289394328870e-04,2.338917908108139015e-04,1.783954531392183162e-04,1.437168788228545538e-04,2.726084129059945277e-04,1.540925954727845131e-04,1.795713047745578375e-04,1.783589870539761129e-04,1.613486676223784022e-04,1.629955960911808716e-04,1.971505219264727926e-04,1.980765188162686115e-04,2.025947751275087878e-04,1.528594902176019527e-04,1.291407201815975177e-04,1.851699048047605769e-04
2.803710937500000083e-02,1.058054656510952555e+03,4.357084078244319092e-05,6.104645553895109535e-05,1.733341110299786996e-04,6.556056042240107455e-04,1.084663474363792637e-03,1.778949498668955351e-04,2.793406039638768952e-04,2.351684589454755992e-04,1.793285174075939846e-04,1.444749655219438494e-04,2.740309473579535088e-04,1.549216147981637159e-04,1.805112137900674162e-04,1.792926490395012654e-04,1.622035048418921186e-04,1.638594232656632186e-04,1.981839293243909295e-04,1.991149221603918484e-04,2.036562746116908390e-04,1.536819291399832085e-04,1.298332120222623113e-04,1.861176132492864963e-04
2.803759765624999969e-02,1.061323856280703467e+03,4.365839524803704583e-05,6.117601638681029630e-05,1.742455121730353837e-04,6.589955440677304314e-04,1.090323324182472997e-03,1.788317414491008290e-04,2.807940888181596501e-04,2.364483985349206648e-04,1.802639085963781806e-04,1.452349120333849028e-04,2.754570254988311846e-04,1.557527224217750931e-04,1.814534685090883625e-04,1.802286410696977027e-04,1.630604763890730201e-04,1.647254099230453838e-04,1.992199002491614498e-04,2.001559047511383585e-04,2.047204046878284191e-04,1.545064385582948510e-04,1.305274459170823582e-04,1.870675140197135288e-04
2.803808593749999856e-02,1.064594243424321121e+03,4.374587887119357667e-05,6.130555068030755714e-05,1.751591482457241626e-04,6.623937505516274121e-04,1.095996965009005120e-03,1.797709220188065950e-04,2.822511459140908873e-04,2.377315760215201190e-04,1.812016024713431340e-04,1.459966981691501406e-04,2.768866104612691592e-04,1.565858965488416154e-04,1.823980445804287965e-04,1.811669389332428890e-04,1.639195599556874771e-04,1.655935335388997317e-04,2.002584077329184792e-04,2.011994395448819600e-04,2.057871377036307790e-04,1.553329968256135312e-04,1.312234037054604732e-04,1.880195818701795518e-04
2.803857421875000089e-02,1.067865730970897403e+03,4.383328972544399941e-05,6.143505592344171006e-05,1.760749952943476933e-04,6.658001347007626173e-04,1.101684248371125009e-03,1.807124676648327226e-04,2.837117372831421663e-04,2.390179575077099798e-04,1.821415745523485179e-04,1.467603035412370243e-04,2.783196650045357211e-04,1.574211151661104359e-04,1.833449174055129375e-04,1.821075181728501241e-04,1.647807330093719821e-04,1.664637713620029937e-04,2.012994245371663247e-04,2.022454992249749569e-04,2.068564457300189744e-04,1.561615820782784921e-04,1.319210670444389156e-04,1.889737913343659766e-04
2.803906249999999975e-02,1.071138231811504966e+03,4.392062588879066458e-05,6.156452961897093473e-05,1.769930291308185707e-04,6.692146066689610593e-04,1.107385024357618796e-03,1.816563542261518934e-04,2.851758245808012969e-04,2.403075087598980763e-04,1.830838001161428643e-04,1.475257075640019043e-04,2.797561515187830172e-04,1.582583560443859109e-04,1.842940621411679651e-04,1.830503540880431244e-04,1.656439727962153666e-04,1.673361004169352092e-04,2.023429231559238238e-04,2.032940562048522640e-04,2.079283005643404710e-04,1.569921722384103600e-04,1.326204174108014128e-04,1.899301167288387456e-04
2.803955078124999861e-02,1.074411658710310576e+03,4.400788544394014718e-05,6.169396926859163806e-05,1.779132253355466381e-04,6.726370757496375917e-04,1.113099141636504164e-03,1.826025572946904005e-04,2.866433690911282658e-04,2.416001952125692448e-04,1.840282541993019147e-04,1.482928894566104788e-04,2.811960320295257289e-04,1.590975967411868718e-04,1.852454537025496298e-04,1.839954217380789783e-04,1.665092563434642924e-04,1.682104975068074968e-04,2.033888758190115372e-04,2.043450826312853685e-04,2.090026737337532376e-04,1.578247450165564346e-04,1.333214361032727089e-04,1.908885321565268584e-04
2.804003906250000094e-02,1.077685924315582270e+03,4.409506647853046160e-05,6.182337237311170974e-05,1.788355592603419126e-04,6.760674503866746007e-04,1.118826447473277247e-03,1.835510522181450690e-04,2.881143317313555061e-04,2.428959819724023426e-04,1.849749116011826914e-04,1.490618282454999634e-04,2.826392682021411080e-04,1.599388146034222999e-04,1.861990667660812270e-04,1.849426959448812380e-04,1.673765604622483392e-04,1.690869392160098024e-04,2.044372544953744486e-04,2.053985503876654573e-04,2.100795364986178895e-04,1.586592779143530297e-04,1.340241042447382785e-04,1.918490115102118772e-04
2.804052734374999981e-02,1.080960941170796332e+03,4.418216708535894734e-05,6.195273643262895480e-05,1.797600060313968989e-04,6.795056381856102133e-04,1.124566787749693838e-03,1.845018141028793217e-04,2.895886730565917083e-04,2.441948338225159569e-04,1.859237468869634382e-04,1.498325027669077754e-04,2.840858213464851839e-04,1.607819867701359572e-04,1.871548757724792800e-04,1.858921512960547606e-04,1.682458617503730723e-04,1.699654019130251352e-04,2.054880308964789331e-04,2.064544310973630064e-04,2.111588598559879521e-04,1.594957482272544094e-04,1.347284027845186576e-04,1.928115284760955749e-04
2.804101562499999867e-02,1.084236621726046224e+03,4.426918536261972284e-05,6.208205894671712914e-05,1.806865405523967326e-04,6.829515459252944462e-04,1.130320006983299335e-03,1.854548178169633098e-04,2.910663532647530432e-04,2.454967152268802124e-04,1.868747343908082434e-04,1.506048916695097500e-04,2.855356524217259203e-04,1.616270901753707947e-04,1.881128549299068069e-04,1.868437621480365895e-04,1.691171365952422656e-04,1.708458617533741800e-04,2.065411764798631125e-04,2.075126961272496769e-04,2.122406145432502596e-04,1.603341330473817463e-04,1.354343125007404316e-04,1.937760565374984474e-04
2.804150390625000100e-02,1.087512878349327821e+03,4.435611941413109010e-05,6.221133741460964405e-05,1.816151375076474010e-04,6.864050795696224417e-04,1.136085948347109178e-03,1.864100379932234481e-04,2.925473322015122732e-04,2.468015903347434885e-04,1.878278482190669002e-04,1.513789734170725872e-04,2.869887220411914417e-04,1.624741015510436598e-04,1.890729782171524716e-04,1.877975026292639388e-04,1.699903611767848678e-04,1.717282946825691243e-04,2.075966624527135300e-04,2.085733165912308619e-04,2.133247710417831612e-04,1.611744092663849816e-04,1.361418140027254367e-04,1.947425689785691209e-04
